date,state,city,place_type,confirmed,deaths
15/04/2020,BA,Cansanção,city,1,0
15/04/2020,BA,Capim Grosso,city,1,0
15/04/2020,BA,Catu,city,3,0
15/04/2020,BA,Coaraci,city,2,0
15/04/2020,BA,Conceição do Coité,city,2,0
15/04/2020,BA,Conceição do Jacuípe,city,1,0
15/04/2020,BA,Conde,city,1,0
15/04/2020,BA,Dias d'Ávila,city,1,0
15/04/2020,BA,Euclides da Cunha,city,1,0
15/04/2020,BA,Eunápolis,city,2,0
15/04/2020,BA,Feira de Santana,city,55,0
15/04/2020,BA,Floresta Azul,city,1,0
15/04/2020,BA,Gandu,city,1,0
15/04/2020,BA,Gongogi,city,1,1
15/04/2020,BA,Ibirataia,city,3,0
15/04/2020,BA,Ibotirama,city,1,0
15/04/2020,BA,Ilhéus,city,49,1
15/04/2020,BA,Importados/Indefinidos,city,0,0
15/04/2020,BA,Ipiaú,city,12,0
15/04/2020,BA,Irecê,city,1,0
15/04/2020,BA,Itabuna,city,28,0
15/04/2020,BA,Itagi,city,1,0
15/04/2020,BA,Itagibá,city,3,1
15/04/2020,BA,Itajuípe,city,4,0
15/04/2020,BA,Itamaraju,city,1,0
15/04/2020,BA,Itapé,city,1,1
15/04/2020,BA,Itapebi,city,4,0
15/04/2020,BA,Itapetinga,city,5,1
15/04/2020,BA,Itarantim,city,1,0
15/04/2020,BA,Itatim,city,1,0
15/04/2020,BA,Itororó,city,4,0
15/04/2020,BA,Ituberá,city,1,0
15/04/2020,BA,Jaguaquara,city,2,0
15/04/2020,BA,Jequié,city,3,0
15/04/2020,BA,Juazeiro,city,5,0
15/04/2020,BA,Lauro de Freitas,city,27,2
15/04/2020,BA,Luís Eduardo Magalhães,city,2,0
15/04/2020,BA,Medeiros Neto,city,1,0
15/04/2020,BA,Nova Soure,city,1,0
15/04/2020,BA,Ouriçangas,city,0,0
15/04/2020,BA,Palmeiras,city,1,0
15/04/2020,BA,Paramirim,city,1,0
15/04/2020,BA,Piripá,city,1,0
15/04/2020,BA,Pojuca,city,1,0
15/04/2020,BA,Porto Seguro,city,11,0
15/04/2020,BA,Prado,city,4,0
15/04/2020,BA,Rio do Pires,city,1,0
15/04/2020,BA,Salvador,city,521,15
15/04/2020,BA,Santa Cruz Cabrália,city,6,0
15/04/2020,BA,Santa Luzia,city,1,0
15/04/2020,BA,Santa Maria da Vitória,city,1,0
15/04/2020,BA,Santa Teresinha,city,1,0
15/04/2020,BA,São Domingos,city,1,0
15/04/2020,BA,São Francisco do Conde,city,1,0
15/04/2020,BA,Serra do Ramalho,city,1,0
15/04/2020,BA,Serrinha,city,4,0
15/04/2020,BA,Simões Filho,city,3,0
15/04/2020,BA,Taperoá,city,1,0
15/04/2020,BA,Teixeira de Freitas,city,5,0
15/04/2020,BA,Ubatã,city,4,0
15/04/2020,BA,Una,city,1,0
15/04/2020,BA,Uruçuca,city,12,1
15/04/2020,BA,Utinga,city,1,1
15/04/2020,BA,Valente,city,1,0
15/04/2020,BA,Vera Cruz,city,1,0
15/04/2020,BA,Vitória da Conquista,city,18,1
02/04/2020,AM,,state,229,3
15/04/2020,CE,Acopiara,city,1,0
15/04/2020,CE,Amontada,city,1,0
15/04/2020,CE,Aquiraz,city,30,0
15/04/2020,CE,Aracati,city,3,1
15/04/2020,CE,Aracoiaba,city,1,0
15/04/2020,CE,Barreira,city,1,0
15/04/2020,CE,Barroquinha,city,1,0
15/04/2020,CE,Baturité,city,1,0
15/04/2020,CE,Beberibe,city,4,0
15/04/2020,CE,Camocim,city,1,0
15/04/2020,CE,Canindé,city,5,0
15/04/2020,CE,Capistrano,city,1,1
15/04/2020,CE,Caridade,city,2,0
15/04/2020,CE,Cariús,city,2,1
15/04/2020,CE,Cascavel,city,1,0
15/04/2020,CE,Catarina,city,1,0
15/04/2020,CE,Caucaia,city,42,3
15/04/2020,CE,Crateús,city,2,0
15/04/2020,CE,Crato,city,4,0
15/04/2020,CE,Croatá,city,1,0
15/04/2020,CE,Eusébio,city,10,4
15/04/2020,CE,Farias Brito,city,1,1
15/04/2020,CE,Fortaleza,city,1946,93
15/04/2020,CE,Fortim,city,1,0
15/04/2020,CE,Graça,city,1,0
15/04/2020,CE,Granja,city,1,0
15/04/2020,CE,Guaraciaba do Norte,city,1,0
15/04/2020,CE,Horizonte,city,10,1
15/04/2020,CE,Icapuí,city,3,0
15/04/2020,CE,Icó,city,3,0
15/04/2020,CE,Iguatu,city,8,4
15/04/2020,CE,Importados/Indefinidos,city,38,0
15/04/2020,CE,Independência,city,2,0
15/04/2020,CE,Ipaporanga,city,1,0
15/04/2020,CE,Ipueiras,city,2,0
15/04/2020,CE,Itaiçaba,city,1,0
15/04/2020,CE,Itaitinga,city,8,1
15/04/2020,CE,Itapajé,city,1,0
15/04/2020,CE,Itapipoca,city,2,0
15/04/2020,CE,Itarema,city,1,0
15/04/2020,CE,Jaguaribe,city,5,2
15/04/2020,CE,Juazeiro do Norte,city,3,0
15/04/2020,CE,Jucás,city,4,0
15/04/2020,CE,Lavras da Mangabeira,city,1,0
15/04/2020,CE,Limoeiro do Norte,city,6,2
15/04/2020,CE,Maracanaú,city,39,4
15/04/2020,CE,Maranguape,city,7,2
15/04/2020,CE,Massapê,city,1,0
15/04/2020,CE,Mauriti,city,1,0
15/04/2020,CE,Mombaça,city,4,0
15/04/2020,CE,Mulungu,city,1,0
15/04/2020,CE,Novo Oriente,city,2,0
15/04/2020,CE,Pacajus,city,1,0
15/04/2020,CE,Pacatuba,city,6,0
15/04/2020,CE,Paracuru,city,1,0
15/04/2020,CE,Pindoretama,city,1,0
15/04/2020,CE,Quiterianópolis,city,1,0
15/04/2020,CE,Quixadá,city,10,0
15/04/2020,CE,Quixeramobim,city,3,1
15/04/2020,CE,Quixeré,city,2,0
15/04/2020,CE,Redenção,city,2,0
15/04/2020,CE,Russas,city,3,0
15/04/2020,CE,Salitre,city,1,1
15/04/2020,CE,Santana do Acaraú,city,1,0
15/04/2020,CE,Santa Quitéria,city,3,1
15/04/2020,CE,São Luís do Curu,city,1,0
15/04/2020,CE,Senador Pompeu,city,3,0
15/04/2020,CE,Senador Sá,city,1,0
15/04/2020,CE,Sobral,city,20,0
15/04/2020,CE,Tabuleiro do Norte,city,2,0
15/04/2020,CE,Tauá,city,4,0
15/04/2020,CE,Tianguá,city,3,1
15/04/2020,CE,Trairi,city,1,0
15/04/2020,CE,Várzea Alegre,city,1,0
03/04/2020,AM,,state,260,7
15/04/2020,DF,Brasília,city,688,17
04/04/2020,AM,,state,311,12
15/04/2020,ES,Afonso Cláudio,city,2,0
15/04/2020,ES,Alfredo Chaves,city,2,0
15/04/2020,ES,Alto Rio Novo,city,0,0
15/04/2020,ES,Aracruz,city,7,0
15/04/2020,ES,Boa Esperança,city,1,0
15/04/2020,ES,Bom Jesus do Norte,city,1,0
15/04/2020,ES,Cachoeiro de Itapemirim,city,8,0
15/04/2020,ES,Cariacica,city,70,2
15/04/2020,ES,Castelo,city,2,0
15/04/2020,ES,Colatina,city,10,0
15/04/2020,ES,Fundão,city,5,0
15/04/2020,ES,Guarapari,city,4,0
15/04/2020,ES,Ibiraçu,city,1,0
15/04/2020,ES,Importados/Indefinidos,city,0,0
15/04/2020,ES,Itapemirim,city,2,0
15/04/2020,ES,Jerônimo Monteiro,city,1,0
15/04/2020,ES,Linhares,city,13,1
15/04/2020,ES,Nova Venécia,city,3,0
15/04/2020,ES,Santa Leopoldina,city,1,0
15/04/2020,ES,Santa Maria de Jetibá,city,2,0
15/04/2020,ES,Santa Teresa,city,4,0
15/04/2020,ES,São Gabriel da Palha,city,2,0
15/04/2020,ES,São José do Calçado,city,2,0
15/04/2020,ES,São Mateus,city,5,1
15/04/2020,ES,São Roque do Canaã,city,1,0
15/04/2020,ES,Serra,city,183,7
15/04/2020,ES,Sooretama,city,2,0
15/04/2020,ES,Venda Nova do Imigrante,city,1,0
15/04/2020,ES,Viana,city,7,0
15/04/2020,ES,Vila Valério,city,1,0
15/04/2020,ES,Vila Velha,city,216,4
15/04/2020,ES,Vitória,city,175,6
05/04/2020,AM,,state,417,15
15/04/2020,GO,Águas Lindas de Goiás,city,2,0
15/04/2020,GO,Aloândia,city,1,0
15/04/2020,GO,Anápolis,city,20,0
15/04/2020,GO,Anhanguera,city,1,0
15/04/2020,GO,Aparecida de Goiânia,city,6,1
15/04/2020,GO,Aragoiânia,city,1,0
15/04/2020,GO,Bela Vista de Goiás,city,1,0
15/04/2020,GO,Bom Jesus de Goiás,city,1,0
15/04/2020,GO,Caldas Novas,city,1,0
15/04/2020,GO,Campestre de Goiás,city,1,0
15/04/2020,GO,Catalão,city,1,0
15/04/2020,GO,Cidade Ocidental,city,2,0
15/04/2020,GO,Faina,city,1,0
15/04/2020,GO,Formosa,city,3,0
15/04/2020,GO,Goiandira,city,1,1
15/04/2020,GO,Goianésia,city,16,0
15/04/2020,GO,Goiânia,city,176,7
15/04/2020,GO,Goianira,city,1,0
15/04/2020,GO,Goiatuba,city,1,0
15/04/2020,GO,Guapó,city,1,0
15/04/2020,GO,Hidrolândia,city,0,0
15/04/2020,GO,Importados/Indefinidos,city,0,0
15/04/2020,GO,Itaguaru,city,1,0
15/04/2020,GO,Itumbiara,city,7,0
15/04/2020,GO,Jataí,city,4,0
15/04/2020,GO,Luziânia,city,8,2
15/04/2020,GO,Montividiu,city,1,0
15/04/2020,GO,Morrinhos,city,1,0
15/04/2020,GO,Nerópolis,city,1,0
15/04/2020,GO,Nova Glória,city,1,0
15/04/2020,GO,Nova Veneza,city,1,0
15/04/2020,GO,Paranaiguara,city,1,0
15/04/2020,GO,Paraúna,city,1,1
15/04/2020,GO,Pirenópolis,city,0,0
15/04/2020,GO,Pires do Rio,city,3,1
15/04/2020,GO,Professor Jamil,city,3,0
15/04/2020,GO,Rialma,city,3,0
15/04/2020,GO,Rio Verde,city,13,1
15/04/2020,GO,Santo Antônio do Descoberto,city,1,0
15/04/2020,GO,São Luís de Montes Belos,city,2,0
15/04/2020,GO,Senador Canedo,city,1,0
15/04/2020,GO,Silvânia,city,1,0
15/04/2020,GO,Trindade,city,5,0
15/04/2020,GO,Uruaçu,city,0,0
15/04/2020,GO,Valparaíso de Goiás,city,6,1
15/04/2020,GO,Vianópolis,city,1,0
06/04/2020,AM,,state,532,19
15/04/2020,MA,Açailândia,city,1,0
15/04/2020,MA,Altamira do Maranhão,city,1,0
15/04/2020,MA,Cachoeira Grande,city,1,0
15/04/2020,MA,Cajapió,city,1,0
15/04/2020,MA,Cantanhede,city,1,0
15/04/2020,MA,Caxias,city,2,0
15/04/2020,MA,Chapadinha,city,1,0
15/04/2020,MA,Colinas,city,1,0
15/04/2020,MA,Davinópolis,city,1,0
15/04/2020,MA,Governador Nunes Freire,city,1,0
15/04/2020,MA,Icatu,city,0,0
15/04/2020,MA,Imperatriz,city,17,1
15/04/2020,MA,Mirinzal,city,1,0
15/04/2020,MA,Paço do Lumiar,city,22,2
15/04/2020,MA,Raposa,city,3,0
15/04/2020,MA,Santa Inês,city,1,0
15/04/2020,MA,Santa Rita,city,3,0
15/04/2020,MA,São Benedito do Rio Preto,city,1,0
15/04/2020,MA,São José de Ribamar,city,47,0
15/04/2020,MA,São Luís,city,582,34
15/04/2020,MA,Timon,city,2,0
15/04/2020,MA,Urbano Santos,city,2,0
15/04/2020,MA,Viana,city,1,0
15/04/2020,MA,Vitória do Mearim,city,1,0
15/04/2020,MA,Zé Doca,city,1,0
07/04/2020,AM,,state,636,23
15/04/2020,MG,Abaeté,city,1,0
15/04/2020,MG,Alfenas,city,1,0
15/04/2020,MG,Almenara,city,1,0
15/04/2020,MG,Alpercata,city,1,0
15/04/2020,MG,Araguari,city,7,0
15/04/2020,MG,Araxá,city,2,0
15/04/2020,MG,Arcos,city,5,0
15/04/2020,MG,Barbacena,city,2,0
15/04/2020,MG,Belmiro Braga,city,1,0
15/04/2020,MG,Belo Horizonte,city,380,6
15/04/2020,MG,Betim,city,9,0
15/04/2020,MG,Boa Esperança,city,3,0
15/04/2020,MG,Bom Despacho,city,1,0
15/04/2020,MG,Bonfim,city,1,0
15/04/2020,MG,Borda da Mata,city,2,0
15/04/2020,MG,Botelhos,city,1,0
15/04/2020,MG,Cambuí,city,5,0
15/04/2020,MG,Cambuquira,city,1,0
15/04/2020,MG,Campo Belo,city,2,0
15/04/2020,MG,Campos Altos,city,1,0
15/04/2020,MG,Campos Gerais,city,1,0
15/04/2020,MG,Capitólio,city,1,0
15/04/2020,MG,Carangola,city,1,0
15/04/2020,MG,Carmo da Cachoeira,city,1,0
15/04/2020,MG,Carmo do Cajuru,city,2,0
15/04/2020,MG,Cataguases,city,1,0
15/04/2020,MG,Centralina,city,1,0
15/04/2020,MG,Conceição das Alagoas,city,2,0
15/04/2020,MG,Contagem,city,20,0
15/04/2020,MG,Coronel Fabriciano,city,3,0
15/04/2020,MG,Divinésia,city,1,0
15/04/2020,MG,Divinópolis,city,31,1
15/04/2020,MG,Esmeraldas,city,1,0
15/04/2020,MG,Espinosa,city,0,0
15/04/2020,MG,Extrema,city,5,0
15/04/2020,MG,Ferros,city,3,0
15/04/2020,MG,Formiga,city,0,0
15/04/2020,MG,Frutal,city,2,0
15/04/2020,MG,Goianá,city,1,0
15/04/2020,MG,Governador Valadares,city,6,2
15/04/2020,MG,Guaranésia,city,1,0
15/04/2020,MG,Guimarânia,city,1,0
15/04/2020,MG,Ibirité,city,3,0
15/04/2020,MG,Importados/Indefinidos,city,10,0
15/04/2020,MG,Ipaba,city,2,0
15/04/2020,MG,Ipatinga,city,6,0
15/04/2020,MG,Ipuiúna,city,1,0
15/04/2020,MG,Itabira,city,2,1
15/04/2020,MG,Itajubá,city,2,0
15/04/2020,MG,Itanhandu,city,1,0
15/04/2020,MG,Itapecerica,city,2,0
15/04/2020,MG,Itapeva,city,1,0
15/04/2020,MG,Ituiutaba,city,1,0
15/04/2020,MG,Jaboticatubas,city,1,0
15/04/2020,MG,Janaúba,city,3,0
15/04/2020,MG,Jeceaba,city,1,0
15/04/2020,MG,João Monlevade,city,1,0
15/04/2020,MG,Juiz de Fora,city,77,2
15/04/2020,MG,Lagoa da Prata,city,14,0
15/04/2020,MG,Lavras,city,4,0
15/04/2020,MG,Machado,city,2,0
15/04/2020,MG,Manhuaçu,city,2,0
15/04/2020,MG,Mariana,city,3,1
15/04/2020,MG,Mário Campos,city,1,0
15/04/2020,MG,Marliéria,city,1,0
15/04/2020,MG,Matias Barbosa,city,1,0
15/04/2020,MG,Matozinhos,city,1,0
15/04/2020,MG,Monte Carmelo,city,4,0
15/04/2020,MG,Montes Claros,city,1,1
15/04/2020,MG,Muriaé,city,4,0
15/04/2020,MG,Nanuque,city,2,0
15/04/2020,MG,Nova Lima,city,44,0
15/04/2020,MG,Nova Serrana,city,1,0
15/04/2020,MG,Ouro Fino,city,1,1
15/04/2020,MG,Paracatu,city,1,0
15/04/2020,MG,Pará de Minas,city,4,0
15/04/2020,MG,Paraisópolis,city,4,2
15/04/2020,MG,Passos,city,1,0
15/04/2020,MG,Patos de Minas,city,6,1
15/04/2020,MG,Patrocínio,city,7,1
15/04/2020,MG,Perdões,city,1,0
15/04/2020,MG,Pirapetinga,city,1,0
15/04/2020,MG,Pirapora,city,2,0
15/04/2020,MG,Piumhi,city,2,1
15/04/2020,MG,Poços de Caldas,city,4,0
15/04/2020,MG,Pouso Alegre,city,17,2
15/04/2020,MG,Ribeirão das Neves,city,2,0
15/04/2020,MG,Sabará,city,8,0
15/04/2020,MG,Santa Luzia,city,3,0
15/04/2020,MG,Santa Maria de Itabira,city,1,0
15/04/2020,MG,Santana do Paraíso,city,1,0
15/04/2020,MG,Santo Antônio do Monte,city,3,0
15/04/2020,MG,São Brás do Suaçuí,city,1,0
15/04/2020,MG,São Gotardo,city,1,0
15/04/2020,MG,São João del Rei,city,3,0
15/04/2020,MG,São João Nepomuceno,city,1,0
15/04/2020,MG,São Lourenço,city,2,0
15/04/2020,MG,São Tomás de Aquino,city,1,1
15/04/2020,MG,Sarzedo,city,1,0
15/04/2020,MG,Senador Amaral,city,4,0
15/04/2020,MG,Serra do Salitre,city,1,0
15/04/2020,MG,Sete Lagoas,city,3,0
15/04/2020,MG,Timóteo,city,7,0
15/04/2020,MG,Toledo,city,3,0
15/04/2020,MG,Ubá,city,3,0
15/04/2020,MG,Uberaba,city,21,2
15/04/2020,MG,Uberlândia,city,61,4
15/04/2020,MG,Unaí,city,1,0
15/04/2020,MG,Varginha,city,7,1
15/04/2020,MG,Vazante,city,2,0
08/04/2020,AM,,state,804,30
15/04/2020,MS,Alcinópolis,city,1,0
15/04/2020,MS,Batayporã,city,6,2
15/04/2020,MS,Campo Grande,city,61,2
15/04/2020,MS,Chapadão do Sul,city,6,0
15/04/2020,MS,Corumbá,city,1,0
15/04/2020,MS,Coxim,city,1,0
15/04/2020,MS,Dourados,city,9,0
15/04/2020,MS,Naviraí,city,1,0
15/04/2020,MS,Nova Andradina,city,10,0
15/04/2020,MS,Paranaíba,city,2,0
15/04/2020,MS,Ponta Porã,city,1,0
15/04/2020,MS,Rio Verde de Mato Grosso,city,1,0
15/04/2020,MS,Sidrolândia,city,1,0
15/04/2020,MS,Sonora,city,9,0
15/04/2020,MS,Três Lagoas,city,11,0
09/04/2020,AM,,state,899,40
15/04/2020,MT,Alta Floresta,city,1,0
15/04/2020,MT,Aripuanã,city,2,1
15/04/2020,MT,Cáceres,city,2,1
15/04/2020,MT,Campo Novo do Parecis,city,1,0
15/04/2020,MT,Canarana,city,1,0
15/04/2020,MT,Chapada dos Guimarães,city,0,0
15/04/2020,MT,Conquista D'Oeste,city,1,0
15/04/2020,MT,Cuiabá,city,79,0
15/04/2020,MT,Importados/Indefinidos,city,4,0
15/04/2020,MT,Lambari D'Oeste,city,1,0
15/04/2020,MT,Lucas do Rio Verde,city,1,1
15/04/2020,MT,Nova Monte Verde,city,1,0
15/04/2020,MT,Nova Mutum,city,1,0
15/04/2020,MT,Pontes e Lacerda,city,1,0
15/04/2020,MT,Primavera do Leste,city,4,0
15/04/2020,MT,Rondonópolis,city,23,1
15/04/2020,MT,São José dos Quatro Marcos,city,4,0
15/04/2020,MT,Sinop,city,11,0
15/04/2020,MT,Tangará da Serra,city,5,0
15/04/2020,MT,União do Sul,city,1,0
15/04/2020,MT,Várzea Grande,city,7,0
10/04/2020,AM,,state,981,50
15/04/2020,PA,Abaetetuba,city,3,0
15/04/2020,PA,Acará,city,1,0
15/04/2020,PA,Altamira,city,3,0
15/04/2020,PA,Ananindeua,city,45,0
15/04/2020,PA,Barcarena,city,3,0
15/04/2020,PA,Belém,city,328,16
15/04/2020,PA,Benevides,city,6,0
15/04/2020,PA,Bragança,city,3,0
15/04/2020,PA,Bujaru,city,1,0
15/04/2020,PA,Cachoeira do Arari,city,1,0
15/04/2020,PA,Cametá,city,1,1
15/04/2020,PA,Canaã dos Carajás,city,1,1
15/04/2020,PA,Capanema,city,1,0
15/04/2020,PA,Capitão Poço,city,1,0
15/04/2020,PA,Castanhal,city,8,0
15/04/2020,PA,Conceição do Araguaia,city,1,0
15/04/2020,PA,Curralinho,city,1,0
15/04/2020,PA,Goianésia do Pará,city,1,0
15/04/2020,PA,Itaituba,city,5,0
15/04/2020,PA,Juruti,city,3,0
15/04/2020,PA,Marabá,city,5,0
15/04/2020,PA,Marapanim,city,1,0
15/04/2020,PA,Marituba,city,8,0
15/04/2020,PA,Monte Alegre,city,1,0
15/04/2020,PA,Muaná,city,1,0
15/04/2020,PA,Nova Ipixuna,city,1,0
15/04/2020,PA,Novo Progresso,city,2,0
15/04/2020,PA,Óbidos,city,1,0
15/04/2020,PA,Oeiras do Pará,city,1,0
15/04/2020,PA,Parauapebas,city,15,0
15/04/2020,PA,Quatipuru,city,1,0
15/04/2020,PA,Rondon do Pará,city,1,1
15/04/2020,PA,Salinópolis,city,1,0
15/04/2020,PA,Santa Bárbara do Pará,city,2,0
15/04/2020,PA,Santarém,city,20,1
15/04/2020,PA,Santo Antônio do Tauá,city,2,0
15/04/2020,PA,São Geraldo do Araguaia,city,1,0
15/04/2020,PA,São Miguel do Guamá,city,2,1
15/04/2020,PA,Tucumã,city,1,0
15/04/2020,PA,Tucuruí,city,2,0
15/04/2020,PA,Vigia,city,1,0
11/04/2020,AM,,state,1049,53
15/04/2020,PB,Bayeux,city,4,1
15/04/2020,PB,Cabedelo,city,6,2
15/04/2020,PB,Campina Grande,city,4,0
15/04/2020,PB,Igaracy,city,1,0
15/04/2020,PB,João Pessoa,city,124,16
15/04/2020,PB,Junco do Seridó,city,3,1
15/04/2020,PB,Patos,city,4,1
15/04/2020,PB,Santa Rita,city,14,1
15/04/2020,PB,São João do Rio do Peixe,city,1,0
15/04/2020,PB,Sapé,city,1,1
15/04/2020,PB,Serra Branca,city,1,0
15/04/2020,PB,Sousa,city,1,0
15/04/2020,PB,Taperoá,city,1,1
12/04/2020,AM,,state,1206,62
15/04/2020,PE,Abreu e Lima,city,15,0
15/04/2020,PE,Aliança,city,3,0
15/04/2020,PE,Araçoiaba,city,2,0
15/04/2020,PE,Arcoverde,city,4,1
15/04/2020,PE,Belo Jardim,city,2,0
15/04/2020,PE,Bezerros,city,1,0
15/04/2020,PE,Bom Conselho,city,2,1
15/04/2020,PE,Bom Jardim,city,2,1
15/04/2020,PE,Cabo de Santo Agostinho,city,18,8
15/04/2020,PE,Cachoeirinha,city,8,0
15/04/2020,PE,Camaragibe,city,55,6
15/04/2020,PE,Capoeiras,city,1,0
15/04/2020,PE,Carnaíba,city,1,1
15/04/2020,PE,Carpina,city,2,0
15/04/2020,PE,Caruaru,city,8,1
15/04/2020,PE,Catende,city,2,1
15/04/2020,PE,Chã de Alegria,city,1,0
15/04/2020,PE,Chã Grande,city,2,0
15/04/2020,PE,Fernando de Noronha,city,24,0
15/04/2020,PE,Frei Miguelinho,city,1,0
15/04/2020,PE,Gameleira,city,1,1
15/04/2020,PE,Garanhuns,city,3,1
15/04/2020,PE,Glória do Goitá,city,2,0
15/04/2020,PE,Goiana,city,5,3
15/04/2020,PE,Gravatá,city,1,0
15/04/2020,PE,Igarassu,city,8,2
15/04/2020,PE,Ilha de Itamaracá,city,3,0
15/04/2020,PE,Importados/Indefinidos,city,12,1
15/04/2020,PE,Ipojuca,city,7,1
15/04/2020,PE,Ipubi,city,2,0
15/04/2020,PE,Itapissuma,city,2,0
15/04/2020,PE,Jaboatão dos Guararapes,city,103,10
15/04/2020,PE,João Alfredo,city,4,0
15/04/2020,PE,Lagoa do Carro,city,2,1
15/04/2020,PE,Lagoa dos Gatos,city,1,1
15/04/2020,PE,Limoeiro,city,5,3
15/04/2020,PE,Macaparana,city,1,1
15/04/2020,PE,Machados,city,2,0
15/04/2020,PE,Moreno,city,6,1
15/04/2020,PE,Olinda,city,122,11
15/04/2020,PE,Palmares,city,4,2
15/04/2020,PE,Passira,city,1,0
15/04/2020,PE,Paudalho,city,7,2
15/04/2020,PE,Paulista,city,83,4
15/04/2020,PE,Petrolina,city,6,0
15/04/2020,PE,Pombos,city,2,1
15/04/2020,PE,Quipapá,city,1,0
15/04/2020,PE,Recife,city,857,62
15/04/2020,PE,Ribeirão,city,1,0
15/04/2020,PE,Salgueiro,city,6,0
15/04/2020,PE,Santa Cruz do Capibaribe,city,1,0
15/04/2020,PE,São Bento do Una,city,1,0
15/04/2020,PE,São Caitano,city,1,0
15/04/2020,PE,São José da Coroa Grande,city,1,1
15/04/2020,PE,São Lourenço da Mata,city,46,11
15/04/2020,PE,Serra Talhada,city,4,0
15/04/2020,PE,Sertânia,city,1,1
15/04/2020,PE,Timbaúba,city,1,1
15/04/2020,PE,Toritama,city,1,0
15/04/2020,PE,Tracunhaém,city,2,0
15/04/2020,PE,Triunfo,city,1,0
15/04/2020,PE,Vitória de Santo Antão,city,10,1
13/04/2020,AM,,state,1275,71
15/04/2020,PI,Altos,city,1,0
15/04/2020,PI,Bonfim do Piauí,city,1,0
15/04/2020,PI,Campo Maior,city,1,0
15/04/2020,PI,Caracol,city,1,0
15/04/2020,PI,Parnaíba,city,1,1
15/04/2020,PI,Picos,city,1,0
15/04/2020,PI,Pimenteiras,city,1,0
15/04/2020,PI,Piracuruca,city,4,1
15/04/2020,PI,São José do Divino,city,3,1
15/04/2020,PI,São Raimundo Nonato,city,0,0
15/04/2020,PI,Teresina,city,77,5
14/04/2020,AM,,state,1484,90
15/04/2020,PR,Almirante Tamandaré,city,6,0
15/04/2020,PR,Apucarana,city,8,0
15/04/2020,PR,Arapongas,city,9,1
15/04/2020,PR,Araruna,city,8,0
15/04/2020,PR,Araucária,city,5,0
15/04/2020,PR,Assaí,city,1,0
15/04/2020,PR,Assis Chateaubriand,city,7,0
15/04/2020,PR,Balsa Nova,city,5,0
15/04/2020,PR,Bandeirantes,city,3,0
15/04/2020,PR,Cambé,city,4,0
15/04/2020,PR,Campina da Lagoa,city,1,1
15/04/2020,PR,Campina Grande do Sul,city,3,0
15/04/2020,PR,Campo Largo,city,12,2
15/04/2020,PR,Campo Magro,city,1,0
15/04/2020,PR,Campo Mourão,city,21,4
15/04/2020,PR,Cascavel,city,60,2
15/04/2020,PR,Castro,city,2,0
15/04/2020,PR,Chopinzinho,city,1,0
15/04/2020,PR,Cianorte,city,14,1
15/04/2020,PR,Colombo,city,8,0
15/04/2020,PR,Contenda,city,1,0
15/04/2020,PR,Cornélio Procópio,city,1,0
15/04/2020,PR,Curitiba,city,306,8
15/04/2020,PR,Faxinal,city,1,0
15/04/2020,PR,Fazenda Rio Grande,city,7,0
15/04/2020,PR,Foz do Iguaçu,city,35,0
15/04/2020,PR,Francisco Beltrão,city,1,0
15/04/2020,PR,Goioerê,city,3,0
15/04/2020,PR,Guaíra,city,3,1
15/04/2020,PR,Guaraniaçu,city,4,0
15/04/2020,PR,Guarapuava,city,1,0
15/04/2020,PR,Ibaiti,city,1,0
15/04/2020,PR,Ibema,city,11,0
15/04/2020,PR,Importados/Indefinidos,city,12,1
15/04/2020,PR,Iretama,city,1,1
15/04/2020,PR,Ivaiporã,city,3,1
15/04/2020,PR,Jataizinho,city,2,0
15/04/2020,PR,Jussara,city,1,1
15/04/2020,PR,Lapa,city,2,0
15/04/2020,PR,Leópolis,city,1,0
15/04/2020,PR,Londrina,city,74,4
15/04/2020,PR,Mandirituba,city,2,0
15/04/2020,PR,Manoel Ribas,city,1,0
15/04/2020,PR,Marechal Cândido Rondon,city,2,0
15/04/2020,PR,Maringá,city,31,5
15/04/2020,PR,Mariópolis,city,2,0
15/04/2020,PR,Marumbi,city,2,0
15/04/2020,PR,Matinhos,city,2,0
15/04/2020,PR,Medianeira,city,4,0
15/04/2020,PR,Paiçandu,city,0,0
15/04/2020,PR,Palmas,city,1,0
15/04/2020,PR,Palmeira,city,2,0
15/04/2020,PR,Paranaguá,city,8,2
15/04/2020,PR,Paranavaí,city,8,1
15/04/2020,PR,Pato Branco,city,5,1
15/04/2020,PR,Peabiru,city,2,0
15/04/2020,PR,Pinhais,city,13,1
15/04/2020,PR,Pinhão,city,1,0
15/04/2020,PR,Piraquara,city,3,0
15/04/2020,PR,Ponta Grossa,city,6,0
15/04/2020,PR,Primeiro de Maio,city,2,1
15/04/2020,PR,Quatiguá,city,2,1
15/04/2020,PR,Quatro Barras,city,1,0
15/04/2020,PR,Quitandinha,city,2,0
15/04/2020,PR,Rio Branco do Sul,city,2,0
15/04/2020,PR,Rio Negro,city,2,0
15/04/2020,PR,Rolândia,city,2,0
15/04/2020,PR,Santa Cruz de Monte Castelo,city,1,0
15/04/2020,PR,Santa Fé,city,7,1
15/04/2020,PR,Santa Mônica,city,3,0
15/04/2020,PR,Santana do Itararé,city,1,0
15/04/2020,PR,São João do Caiuá,city,2,0
