country,region,source,data_type,estimate_type,date,median_R_mean,median_R_highHPD,median_R_lowHPD
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-03,1.9590473695367714,2.7200806002391476,1.335395718865635
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-04,2.0015603444829346,2.7018052736832896,1.407872460561327
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-05,1.9455865189205104,2.6122852900844213,1.39632577604175
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-06,1.9255136104583794,2.5124413393886575,1.4258922515329773
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-07,1.8727560696050152,2.412783683674683,1.3982415376303288
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-08,1.8717814123216496,2.3636134087877476,1.4328570269039198
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-09,1.7801761434611492,2.2246793520144355,1.37942016002174
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-10,1.732927154150266,2.14407838862813,1.360072855566875
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-11,1.652761476915254,2.024644184675788,1.3108890784184477
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-12,1.5790035518308898,1.926195558019658,1.26975555288955
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-13,1.5121789219491755,1.8242582145123925,1.229015843928666
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-14,1.4257432904294776,1.7160531212422572,1.1604914296008637
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-15,1.3579363929969377,1.632731297484745,1.1055311228517284
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-16,1.2681776192576149,1.5283257362679583,1.0330527165535528
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-17,1.1826345453636968,1.4250722343176343,0.9629504095428646
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-18,1.127659111329848,1.3518066649027736,0.919534723716608
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-19,1.137611424204108,1.3625951293499465,0.9308140236746355
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-20,1.1066177069821845,1.323966285300994,0.9075589684610419
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-21,1.0947508633417562,1.3122275618101962,0.8967336191969262
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-22,1.0477547784499386,1.255385958792497,0.858832484502881
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-23,1.0084123396926326,1.2107709670424143,0.8243309521682325
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-24,0.9576819973538948,1.1533838009248847,0.7784938599279104
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-25,0.9184038951951654,1.1123879239596621,0.7421329525700665
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-26,0.873529847672458,1.0667009254207644,0.7015094607039574
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-27,0.8748992316965496,1.0658637657561338,0.7001583655312456
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-28,0.8508378201246751,1.0399455179501182,0.6805962913853381
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-29,0.8196147256879927,1.010628048441912,0.6506167651013834
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-30,0.785300368673896,0.9694889983888997,0.6221732550705534
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-31,0.7550716609283393,0.9411053434998667,0.5858097527365116
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-01,0.7373320566481882,0.9277120989513032,0.5689322937774071
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-02,0.7420396077281408,0.9412228074755207,0.5678593201730946
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-03,0.7416424885227781,0.946209063621999,0.5609342913279503
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-04,0.7279228449664487,0.9377412081436021,0.5450793665512591
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-05,0.7113497250474685,0.9230929040130595,0.5243375815752886
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-06,0.7030313608209698,0.9163688937726642,0.5165349482526254
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-07,0.693614380984489,0.9172956664927275,0.4967081626692238
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-08,0.7153497770052569,0.9551972112383658,0.5097923016268423
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-09,0.7389169897126255,1.0013726311137439,0.523626221870595
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-10,0.8082758360840925,1.0801294063940896,0.5717133119412648
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-11,0.8298224462678327,1.1151914278129413,0.58526825615104106
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-12,0.847529306857224,1.1449459422629444,0.5994741702728077
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-13,0.8184639128116324,1.1157917316038661,0.5651063233068732
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-14,0.792710097460122,1.0879546160634772,0.5364179518576678
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-15,0.7605708410104131,1.0557903603965244,0.5169701880204631
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-16,0.7559724613319085,1.061689148076756,0.5040680844516314
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-17,0.7794304517327872,1.1077407925070255,0.5112243263217766
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-18,0.8033457475902479,1.1418187365509227,0.5213224338168532
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-19,0.793778541447566,1.1454755796583487,0.5040907127140545
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-20,0.7539558601800569,1.106030750921505,0.46671056066021077
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-21,0.732565801386901,1.0954908870139637,0.4509419211141889
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-22,0.6721283933353608,1.0175695326822556,0.39332539203621575
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-23,0.6809245092071636,1.0407329345205942,0.39567925458988573
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-24,0.6956002047645913,1.082159423968739,0.39595837026761305
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-25,0.7644535950496417,1.1894128127206718,0.43161033785672176
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-26,0.7884867676535999,1.2471364197002641,0.42179558249175697
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-27,0.8247894871083071,1.304320677126865,0.46012943442165277
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-28,0.8216740279336427,1.324195599521957,0.43035007901162625
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-29,0.8259472539963448,1.328304428709791,0.4314679645245855
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-30,0.8409430380002922,1.361944871802231,0.42492534973699436
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-01,0.8707999072886341,1.4189169249204157,0.45778485863117657
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-02,0.9365472610251317,1.505518446359995,0.48208626876723093
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-03,0.8710634923721472,1.444957605642224,0.4366145082270573
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-04,0.860442113845695,1.441517935179424,0.4304215827161245
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-05,0.8387418433159206,1.4327792809159148,0.40107738102814217
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-06,0.8491265548878489,1.4507160295639592,0.4071891882895066
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-07,0.9187054744948449,1.5740681286875966,0.434636196202128
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-08,0.8942423025869617,1.5376225308282352,0.4129316388965313
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-09,0.8642224143063776,1.5424160979551558,0.38446968857360087
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-10,0.8257670311813259,1.5002342126607833,0.34725758044896016
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-11,0.8930007959456638,1.596821734930103,0.3855343603623945
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-12,0.8395227680805543,1.5351332712408108,0.3341225633509468
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-13,0.8623590792292495,1.6082882444418183,0.33775743922788937
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-14,0.8337394067204105,1.584495587659806,0.3088410891019013
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-05-15,0.8069740212303316,1.6113153695874185,0.2859881277010572
