country,region,source,data_type,estimate_type,date,median_R_mean,median_R_highHPD,median_R_lowHPD
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-03,2.0105364287003007,2.7778757896515414,1.3827936803916099
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-04,1.9733394219282303,2.666942500724475,1.3938820246068464
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-05,1.9599750805697538,2.6055936227556447,1.413770523558608
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-06,1.9701389490859413,2.556815955076965,1.45486856067785
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-07,1.847378487727282,2.3569852949432795,1.3965115084675905
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-08,1.828310607304449,2.3185234404652064,1.4194764513495108
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-09,1.8092221978886323,2.26166163465275,1.3992151223412206
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-10,1.693233115228907,2.1083588787348644,1.3302381221247803
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-11,1.595304394471412,1.962855826417076,1.265523314192866
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-12,1.5627696139806844,1.9121237396594304,1.2515669019159261
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-13,1.5144372506396075,1.8320955262399683,1.226653503997053
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-14,1.398068853049165,1.6915374035887532,1.1335350525181436
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-15,1.3058081106817685,1.576520264228214,1.0607870891329068
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-16,1.2182759993325014,1.4692930661489676,0.9917443116539428
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-17,1.190519410501721,1.4306791996857056,0.9683918736655464
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-18,1.1604640232921337,1.392463118454288,0.9483037240824879
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-19,1.122600415070006,1.3458639364509217,0.9165632757305968
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-20,1.1115888490416568,1.331606996809679,0.9125538912100626
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-21,1.089388164714551,1.306221399708439,0.8901090725627665
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-22,1.0592176710421706,1.2687793949515167,0.8708698608630955
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-23,1.0093467459837484,1.2123835247762895,0.8233784259327895
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-24,0.9670282777023409,1.1661330141256618,0.7884083701747219
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-25,0.9226403453100147,1.1172766976532797,0.7453046303196296
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-26,0.8885270828838031,1.0809228776439266,0.7152014177276422
