country,region,source,data_type,estimate_type,date,median_R_mean,median_R_highHPD,median_R_lowHPD
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-03,3.8001805314626482,5.996200942165445,2.098414220129829
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-04,3.8710493726842667,5.743187914302532,2.3643311744761784
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-05,3.4383048895242903,4.99648081675401,2.205906979035483
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-06,3.1961733863250847,4.4378756161457975,2.1559817329154685
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-07,2.7934303658358397,3.7573682666832333,1.9724205816880875
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-08,2.5772140474879808,3.3701869605873296,1.8821167852739435
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-09,2.3384311752932976,3.0076287357988285,1.7550806778213706
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-10,2.158408431634149,2.731509704069986,1.644088709765514
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-11,2.010190105139121,2.5155826079024313,1.5607903101977636
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-12,1.894399568582128,2.3377390981980253,1.4943065882988902
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-13,1.7790578109152455,2.1723560465752922,1.4105011114949433
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-14,1.6625046592479358,2.0188905820236833,1.3345761575682018
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-15,1.5579420363594993,1.879465128289911,1.263882505764747
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-16,1.4612388938935634,1.7548847153116292,1.1915483863465355
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-17,1.3859841074197798,1.6544400127093803,1.1346305433814667
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-18,1.3132709234815134,1.5612192721084457,1.0858043359035419
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-19,1.2480616203455106,1.4882899067161806,1.0280847952966212
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-20,1.1866403732742716,1.4139890573596117,0.980158138648541
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-21,1.1368779111032936,1.354052993722587,0.9387679165343035
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-22,1.0929139380300932,1.301552948654852,0.9021310766477868
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-23,1.0571833913899475,1.2625304559979027,0.8678201018110037
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-24,1.0188971379426026,1.21553841057951,0.840625489839709
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-25,0.9852449468293242,1.1765981843938766,0.8122706919187931
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-26,0.9514308251677769,1.1417677369106773,0.7770414704040997
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-27,0.9166301700504454,1.1044598358190192,0.7464134380344939
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-28,0.8750481602898614,1.055520667884526,0.7104202014892506
