country,region,source,data_type,estimate_type,date,median_R_mean,median_R_highHPD,median_R_lowHPD
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-03,2.9142930404538356,4.306726840716182,1.7790722092508207
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-04,2.8065105996883144,4.062176257421474,1.8043520021712005
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-05,2.7095790276737435,3.7695597493167123,1.822661078857979
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-06,2.54768671176567,3.425093920718956,1.802958319913839
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-07,2.408736351084511,3.1564245440017107,1.756236742866574
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-08,2.2389930878543005,2.8850842453311643,1.6755305705671613
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-09,2.0838113865318895,2.639694270938834,1.588527817512962
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-10,1.9350161384450038,2.433613719838307,1.505916651038474
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-11,1.820629434071326,2.2675734650531028,1.4327142434441031
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-12,1.723958068426237,2.119872691021401,1.3761096359255418
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-13,1.6379593310764031,1.9973013936303172,1.3189582856564412
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-14,1.550849384954979,1.8793610437188801,1.253026147162351
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-15,1.4708819170355596,1.7646633603105366,1.1994722594294092
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-16,1.3863913234965366,1.6673247772827025,1.13865726851704
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-17,1.3264031598592176,1.5872615993965349,1.0859281285955287
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-18,1.2639263563379466,1.5075596657119674,1.0397207880010209
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-19,1.2061670436196013,1.4372851215276499,0.9961398995668364
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-20,1.1530299951430634,1.3729082768174528,0.9510716128549042
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-21,1.1032875701677962,1.317188076682249,0.9105114197759593
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-22,1.0622895680036188,1.2657988750209146,0.8737774121538676
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-23,1.0218680569435037,1.218718131252095,0.8407980735289308
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-24,0.9839516233395426,1.1770888100037744,0.8078967156771676
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-25,0.9465407771444948,1.1315345170556583,0.7778543836261593
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-26,0.9053402435239059,1.0864293757121506,0.740572553541066
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-27,0.8706230148325347,1.0517453570009552,0.7058992702232336
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-28,0.8392139954122693,1.0168658903306211,0.6770180678328497
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-29,0.8138797768153769,0.9928575189188242,0.6521412799413244
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-30,0.7866030456700717,0.9698653925029564,0.6273523719921221
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-31,0.7646668173848333,0.9453022814354997,0.6016639082198559
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-01,0.7418962752591645,0.9234448328527953,0.5801720434326993
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-02,0.7220263188581373,0.9076288861328107,0.5562806644498296
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-03,0.7111988242548104,0.8986941343244059,0.545377966134383
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-04,0.7035869538356291,0.8988455207996866,0.5321419119819557
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-05,0.6978961301541048,0.9000030089143436,0.5214366097268249
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-06,0.6984252404684349,0.9079124914464298,0.517345227156288
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-07,0.7036765353527937,0.9169580853585464,0.5166510283602749
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-08,0.7060360300764831,0.9302439468910675,0.5141746386493697
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-09,0.7131717819647598,0.9519684685316722,0.510909226704015
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-10,0.7311635230196438,0.9808479360629333,0.5164979884391602
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-11,0.745980223614983,1.0102004963961824,0.525865611451611
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-12,0.7684993144991552,1.04159126764996,0.5357150025262636
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-13,0.7801280008799559,1.0635882580278977,0.5397153337081032
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-14,0.7895632387653114,1.0866541543462203,0.5396294402772255
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-15,0.8004683104679886,1.0971334603702314,0.5410006720265279
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-16,0.7978857317151726,1.1113359101466542,0.5351260269992406
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-04-17,0.7838357327319033,1.0998726710284024,0.517160505167761
