"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
2020-03-10;2,7023902777895;2,34593733894788;3,08368478930846
2020-03-11;3,12723825420914;2,78929880425437;3,48422135270491
2020-03-12;3,05227995261129;2,76256396860229;3,35623467313264
2020-03-13;3,24759884867271;2,98972806026362;3,51598449012588
2020-03-14;3,20418231939957;2,98488557313106;3,43114213402904
2020-03-15;2,8944138879853;2,71654669930417;3,07784142685844
2020-03-16;2,6136349494508;2,46806990317163;2,76331189631643
2020-03-17;2,53431541076595;2,40902461652786;2,66273767491413
2020-03-18;2,44118472083366;2,33269608131162;2,55210457787927
2020-03-19;2,35043518855287;2,25593677964805;2,44684527874819
2020-03-20;2,26087149207934;2,17814499281988;2,34511828698583
2020-03-21;2,15340059885018;2,0809403998328;2,22708355311064
2020-03-22;2,06596198686052;2,00186191919783;2,13105810754364
2020-03-23;1,98009818463843;1,92307011651749;2,03794790720694
2020-03-24;1,877100697633;1,82634174094829;1,92854569590749
2020-03-25;1,78901542303462;1,74341508202272;1,83519625405958
2020-03-26;1,76323131726995;1,72128895114011;1,805671531612
2020-03-27;1,65372728868872;1,6159342594827;1,69195109819631
2020-03-28;1,52627650752317;1,49230366094106;1,56062640254717
2020-03-29;1,41372444745133;1,38287475295001;1,44490973122636
2020-03-30;1,34222711618285;1,3135972043868;1,37116138120313
2020-03-31;1,26473010629837;1,23804549822828;1,29169528182413
2020-04-01;1,19564589253068;1,17055155281472;1,22100267722633
2020-04-02;1,12434671947921;1,10064890029357;1,14829343882914
2020-04-03;1,06210711136942;1,03952334633142;1,08493019346929
2020-04-04;0,990805996595949;0,969276085903188;1,01256911713678
2020-04-05;0,919131466027721;0,898521269208505;0,939972119441303
2020-04-06;0,870735266343871;0,850647107210681;0,891054598891661
2020-04-07;0,828334418012219;0,808577886445898;0,848326091471456
2020-04-08;0,755554747294766;0,736416497747005;0,774935086557258
2020-04-09;0,722334682970052;0,7032221244631;0,741699929319685
2020-04-10;0,730087677148174;0,710332014077192;0,750110533064506
2020-04-11;0,727352941109406;0,707006383367887;0,747984111221983
2020-04-12;0,680662980789025;0,66032755928457;0,70130249710969
2020-04-13;0,648858539315045;0,628290824856877;0,669752884934362
2020-04-14;0,628358275145121;0,607308160537154;0,649762007503403
2020-04-15;0,622705798370555;0,600825246787608;0,644972207823595
2020-04-16;0,619453806115367;0,596602046734759;0,64272902436877
2020-04-17;0,64398854130792;0,619544673641848;0,668898723097701
2020-04-18;0,671371450373175;0,645195150386185;0,698060965041475
2020-04-19;0,659000987714551;0,631870152057467;0,686694124727222
2020-04-20;0,647479382961791;0,619389891017064;0,676183036065963
2020-04-21;0,630024983002791;0,60108542860563;0,659635370332006
2020-04-22;0,611993609244517;0,582167156132384;0,642554694966851
2020-04-23;0,546791139854884;0,517265841692325;0,577124340953904
2020-04-24;0,550200139069596;0,519016124957904;0,582281040315131
2020-04-25;0,588038152600559;0,553934175547259;0,623146504666151
2020-04-26;0,628426757942898;0,591108158883911;0,666871517361415
2020-04-27;0,648123546936486;0,608135148346622;0,689367215417577
2020-04-28;0,658705926184836;0,616345468897082;0,702454248517442
2020-04-29;0,682368216153646;0,637207963997085;0,729052648123398
2020-04-30;0,704427238596645;0,656511899101086;0,754006270084887
2020-05-01;0,742228668018985;0,691015376035052;0,795246681826728
2020-05-02;0,778477125923637;0,724072328371008;0,834824656068277
2020-05-03;0,766985451448336;0,711251265788404;0,824792042179846
2020-05-04;0,765029721860148;0,707727393594131;0,824530900053428
2020-05-05;0,784540240116655;0,724836216852314;0,846573403841854
2020-05-06;0,811195380252031;0,748787988798636;0,876065071416243
2020-05-07;0,792434811760938;0,729194277854236;0,858267620974648
2020-05-08;0,814054568786387;0,7483624305474;0,882470863108608
2020-05-09;0,849417532087332;0,780693157107692;0,92099954651096
2020-05-10;0,796982899465394;0,729044612366799;0,867904417233481
2020-05-11;0,858643825697337;0,786554957274373;0,93384823024868
2020-05-12;0,855077185494348;0,781688656473811;0,931711294043759
2020-05-13;0,876858963470385;0,801154719698651;0,955931963162099
2020-05-14;0,934336937602297;0,854843441768038;1,01731403437146
2020-05-15;1,04756431860901;0,962212622634935;1,13649105964024
2020-05-16;1,06568085249485;0,979157706921112;1,15581484903178
2020-05-17;1,05553033987077;0,969605331832449;1,14505110078315
2020-05-18;1,0502939363215;0,965020061938922;1,13912652611377
2020-05-19;1,06057889608011;0,975360545458679;1,14931529872218
2020-05-20;1,03681345441976;0,953072788317116;1,12402985809861
2020-05-21;0,99128648930831;0,90987137869564;1,07614034055899
2020-05-22;0,98068964490337;0,899927445494361;1,06487261782149
2020-05-23;0,99899752400272;0,917458949710639;1,08395772701176
2020-05-24;0,937364283649206;0,858369721041428;1,01978627490669
2020-05-25;0,917921980332166;0,839522686793569;0,999770830960003
2020-05-26;0,880036184531632;0,802822918123607;0,960743803668245
2020-05-27;0,890447946331308;0,811999127945155;0,972462354959832
2020-05-28;0,802451890961406;0,727183133783287;0,881374076950733
2020-05-29;0,88339585224058;0,803038129088891;0,967530438011817
2020-05-30;0,922715262114092;0,83914830088722;1,01019189576613
2020-05-31;0,836308464916118;0,75575851211611;0,920878556504091
2020-06-01;0,778259241392683;0,699505404408885;0,861153423910292
2020-06-02;0,777814011589049;0,697553973024085;0,862381382237486
2020-06-03;0,86382397580952;0,777119767300768;0,955047580753939
