country,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Brazil,04/05/2020,forecast,1.2,1,1.5,1.1,1.3,0.04
Brazil,05/05/2020,forecast,1.2,1,1.5,1.1,1.3,0.05
Brazil,06/05/2020,forecast,1.2,1,1.5,1.1,1.3,0.07
Brazil,07/05/2020,forecast,1.2,0.9,1.5,1.1,1.3,0.08
Brazil,08/05/2020,forecast,1.2,0.9,1.6,1.1,1.3,0.1
Bulgaria,08/03/2020,nowcast,1.8,1.4,2.2,1.5,1.9,0
Bulgaria,09/03/2020,nowcast,1.7,1.3,2.1,1.5,1.8,0
Bulgaria,10/03/2020,nowcast,1.6,1.2,2,1.4,1.7,0
Bulgaria,11/03/2020,nowcast,1.5,1.2,1.9,1.4,1.7,0
Bulgaria,12/03/2020,nowcast,1.5,1.1,1.8,1.3,1.6,0.01
Bulgaria,13/03/2020,nowcast,1.4,1.1,1.7,1.3,1.5,0.01
Bulgaria,14/03/2020,nowcast,1.4,1.1,1.6,1.2,1.5,0.01
Bulgaria,15/03/2020,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Bulgaria,16/03/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
Bulgaria,17/03/2020,nowcast,1.2,1,1.5,1.1,1.3,0.04
Bulgaria,18/03/2020,nowcast,1.2,1,1.4,1.1,1.3,0.06
Bulgaria,19/03/2020,nowcast,1.2,1,1.4,1.1,1.2,0.09
Bulgaria,20/03/2020,nowcast,1.1,0.9,1.3,1.1,1.2,0.12
Bulgaria,21/03/2020,nowcast,1.1,0.9,1.3,1,1.2,0.15
Bulgaria,22/03/2020,nowcast,1.1,0.9,1.3,1,1.2,0.18
Bulgaria,23/03/2020,nowcast,1.1,0.9,1.3,1,1.2,0.23
Bulgaria,24/03/2020,nowcast,1.1,0.9,1.2,1,1.1,0.25
Bulgaria,25/03/2020,nowcast,1.1,0.9,1.2,1,1.1,0.29
Bulgaria,26/03/2020,nowcast,1,0.9,1.2,1,1.1,0.32
Bulgaria,27/03/2020,nowcast,1,0.9,1.2,1,1.1,0.32
Bulgaria,28/03/2020,nowcast,1,0.9,1.2,1,1.1,0.36
Bulgaria,29/03/2020,nowcast,1,0.9,1.2,1,1.1,0.39
Bulgaria,30/03/2020,nowcast,1,0.9,1.2,1,1.1,0.4
Bulgaria,31/03/2020,nowcast,1,0.9,1.2,1,1.1,0.41
Bulgaria,01/04/2020,nowcast,1,0.9,1.2,1,1.1,0.36
Bulgaria,02/04/2020,nowcast,1,0.9,1.2,1,1.1,0.3
Bulgaria,03/04/2020,nowcast,1.1,0.9,1.2,1,1.1,0.2
Bulgaria,04/04/2020,nowcast,1.1,0.9,1.3,1,1.2,0.11
Bulgaria,05/04/2020,nowcast,1.1,1,1.3,1.1,1.2,0.06
Bulgaria,06/04/2020,nowcast,1.2,1,1.4,1.1,1.2,0.02
Bulgaria,07/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Bulgaria,08/04/2020,nowcast,1.3,1.1,1.5,1.2,1.3,0
Bulgaria,09/04/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0
Bulgaria,10/04/2020,nowcast,1.3,1.1,1.5,1.3,1.4,0
Bulgaria,11/04/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0
Bulgaria,12/04/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0
Bulgaria,13/04/2020,nowcast,1.3,1.1,1.5,1.2,1.3,0
Bulgaria,14/04/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0.01
Bulgaria,15/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Bulgaria,16/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Bulgaria,17/04/2020,nowcast,1.2,1.1,1.4,1.1,1.3,0.01
Bulgaria,18/04/2020,nowcast,1.2,1,1.4,1.1,1.3,0.02
Bulgaria,19/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.03
Bulgaria,20/04/2020,nowcast,1.1,1,1.3,1.1,1.2,0.1
Bulgaria,21/04/2020,nowcast,1.1,0.9,1.2,1,1.1,0.22
Bulgaria,22/04/2020,nowcast,1,0.9,1.2,1,1.1,0.37
Bulgaria,23/04/2020,nowcast,1,0.9,1.2,0.9,1.1,0.47
Bulgaria,24/04/2020,nowcast,1,0.8,1.2,0.9,1.1,0.52
Bulgaria,25/04/2020,forecast,1,0.8,1.2,0.9,1.1,0.58
Bulgaria,26/04/2020,forecast,1,0.8,1.2,0.9,1,0.62
Bulgaria,27/04/2020,forecast,0.9,0.7,1.2,0.9,1,0.65
Bulgaria,28/04/2020,forecast,0.9,0.7,1.2,0.8,1,0.66
Bulgaria,29/04/2020,forecast,0.9,0.6,1.2,0.8,1.1,0.67
Bulgaria,30/04/2020,forecast,0.9,0.6,1.2,0.8,1,0.68
Bulgaria,01/05/2020,forecast,0.9,0.6,1.2,0.8,1,0.69
Bulgaria,02/05/2020,forecast,0.9,0.5,1.2,0.8,1.1,0.69
Bulgaria,03/05/2020,forecast,0.9,0.5,1.3,0.8,1,0.71
Bulgaria,04/05/2020,forecast,0.9,0.5,1.3,0.8,1,0.69
Bulgaria,05/05/2020,forecast,0.9,0.4,1.3,0.7,1.1,0.71
Bulgaria,06/05/2020,forecast,0.9,0.4,1.3,0.7,1,0.7
Bulgaria,07/05/2020,forecast,0.9,0.4,1.3,0.7,1.1,0.7
Bulgaria,08/05/2020,forecast,0.9,0.3,1.3,0.7,1,0.71
Cameroon,13/03/2020,nowcast,2,1.4,2.7,1.7,2.2,0
Cameroon,14/03/2020,nowcast,2,1.4,2.6,1.7,2.1,0
Cameroon,15/03/2020,nowcast,1.9,1.4,2.4,1.7,2.1,0
Cameroon,16/03/2020,nowcast,1.8,1.4,2.3,1.6,2,0
Cameroon,17/03/2020,nowcast,1.8,1.4,2.3,1.6,2,0
Cameroon,18/03/2020,nowcast,1.7,1.4,2.2,1.6,1.9,0
Cameroon,19/03/2020,nowcast,1.7,1.4,2.2,1.5,1.8,0
Cameroon,20/03/2020,nowcast,1.7,1.3,2.1,1.5,1.8,0
Cameroon,21/03/2020,nowcast,1.6,1.3,2,1.5,1.8,0
Cameroon,22/03/2020,nowcast,1.6,1.3,2,1.5,1.7,0
Cameroon,23/03/2020,nowcast,1.6,1.3,1.9,1.5,1.7,0
Cameroon,24/03/2020,nowcast,1.6,1.3,1.9,1.5,1.7,0
Cameroon,25/03/2020,nowcast,1.5,1.3,1.8,1.4,1.6,0
Cameroon,26/03/2020,nowcast,1.4,1.2,1.7,1.3,1.5,0
Cameroon,27/03/2020,nowcast,1.3,1.1,1.6,1.2,1.4,0
Cameroon,28/03/2020,nowcast,1.2,1,1.4,1.1,1.3,0.04
Cameroon,29/03/2020,nowcast,1.1,0.9,1.3,1,1.1,0.27
Cameroon,30/03/2020,nowcast,0.9,0.8,1.1,0.9,1,0.73
Cameroon,31/03/2020,nowcast,0.8,0.6,1,0.7,0.8,0.98
Cameroon,01/04/2020,nowcast,0.7,0.6,0.9,0.7,0.8,1
Cameroon,02/04/2020,nowcast,0.7,0.6,0.8,0.6,0.7,1
Cameroon,03/04/2020,nowcast,0.7,0.6,0.9,0.7,0.8,0.99
Cameroon,04/04/2020,nowcast,0.8,0.7,1,0.7,0.9,0.94
Cameroon,05/04/2020,nowcast,0.9,0.7,1.1,0.8,1,0.76
Cameroon,06/04/2020,nowcast,1,0.8,1.2,0.9,1.1,0.43
Cameroon,07/04/2020,nowcast,1.1,0.9,1.3,1,1.2,0.17
Cameroon,08/04/2020,nowcast,1.2,1,1.4,1.1,1.3,0.03
Cameroon,09/04/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0
Cameroon,10/04/2020,nowcast,1.4,1.2,1.6,1.3,1.5,0
Cameroon,11/04/2020,nowcast,1.4,1.2,1.7,1.3,1.5,0
Cameroon,12/04/2020,nowcast,1.5,1.2,1.7,1.4,1.5,0
Cameroon,13/04/2020,nowcast,1.4,1.2,1.7,1.4,1.5,0
Cameroon,14/04/2020,nowcast,1.4,1.2,1.6,1.3,1.5,0
Cameroon,15/04/2020,nowcast,1.4,1.2,1.6,1.3,1.4,0
Cameroon,16/04/2020,nowcast,1.4,1.2,1.6,1.3,1.4,0
Cameroon,17/04/2020,nowcast,1.3,1.1,1.5,1.3,1.4,0
Cameroon,18/04/2020,nowcast,1.3,1.1,1.5,1.2,1.3,0
Cameroon,19/04/2020,nowcast,1.2,1,1.4,1.1,1.3,0.04
Cameroon,20/04/2020,nowcast,1.1,0.9,1.3,1,1.2,0.15
Cameroon,21/04/2020,nowcast,1.1,0.9,1.2,1,1.1,0.27
Cameroon,22/04/2020,nowcast,1,0.9,1.2,1,1.1,0.33
Cameroon,23/04/2020,nowcast,1,0.9,1.2,1,1.1,0.33
Cameroon,24/04/2020,nowcast,1.1,0.9,1.3,1,1.1,0.24
Cameroon,25/04/2020,forecast,1.1,0.8,1.4,1,1.2,0.28
Cameroon,26/04/2020,forecast,1.1,0.8,1.4,1,1.2,0.3
Cameroon,27/04/2020,forecast,1.1,0.7,1.5,0.9,1.2,0.33
Cameroon,28/04/2020,forecast,1.1,0.6,1.6,0.9,1.3,0.35
Cameroon,29/04/2020,forecast,1.1,0.6,1.6,0.9,1.3,0.38
Cameroon,30/04/2020,forecast,1.1,0.5,1.7,0.9,1.3,0.38
Cameroon,01/05/2020,forecast,1.1,0.4,1.7,0.8,1.3,0.39
Cameroon,02/05/2020,forecast,1.1,0.4,1.8,0.7,1.3,0.41
Cameroon,03/05/2020,forecast,1.1,0.3,1.9,0.7,1.3,0.41
Cameroon,04/05/2020,forecast,1.1,0.2,1.9,0.8,1.4,0.43
Cameroon,05/05/2020,forecast,1.1,0,1.8,0.7,1.4,0.42
Cameroon,06/05/2020,forecast,1.1,0,1.9,0.7,1.4,0.44
Cameroon,07/05/2020,forecast,1.1,0,1.9,0.7,1.5,0.45
Cameroon,08/05/2020,forecast,1.1,0,2,0.6,1.5,0.46
Canada,01/03/2020,nowcast,2.2,1.8,2.6,1.9,2.3,0
Canada,02/03/2020,nowcast,2.1,1.8,2.6,1.9,2.2,0
Canada,03/03/2020,nowcast,2.1,1.7,2.5,1.9,2.2,0
Canada,04/03/2020,nowcast,2.1,1.8,2.5,1.9,2.2,0
Canada,05/03/2020,nowcast,2.1,1.8,2.5,1.9,2.2,0
Canada,06/03/2020,nowcast,2.1,1.8,2.5,1.9,2.1,0
Canada,07/03/2020,nowcast,2,1.7,2.4,1.8,2.1,0
Canada,08/03/2020,nowcast,2,1.7,2.3,1.8,2,0
Canada,09/03/2020,nowcast,1.9,1.7,2.3,1.8,2,0
Canada,10/03/2020,nowcast,1.9,1.6,2.2,1.7,2,0
Canada,11/03/2020,nowcast,1.9,1.6,2.2,1.7,1.9,0
Canada,12/03/2020,nowcast,1.8,1.6,2.1,1.7,1.9,0
Canada,13/03/2020,nowcast,1.8,1.6,2.1,1.7,1.9,0
Canada,14/03/2020,nowcast,1.8,1.6,2,1.6,1.8,0
Canada,15/03/2020,nowcast,1.7,1.5,2,1.6,1.8,0
Canada,16/03/2020,nowcast,1.7,1.5,1.9,1.6,1.7,0
Canada,17/03/2020,nowcast,1.7,1.5,1.9,1.5,1.7,0
Canada,18/03/2020,nowcast,1.6,1.4,1.8,1.5,1.7,0
Canada,19/03/2020,nowcast,1.6,1.4,1.8,1.5,1.6,0
Canada,20/03/2020,nowcast,1.5,1.4,1.7,1.4,1.5,0
Canada,21/03/2020,nowcast,1.4,1.3,1.6,1.3,1.5,0
Canada,22/03/2020,nowcast,1.4,1.2,1.5,1.3,1.4,0
Canada,23/03/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
Canada,24/03/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
Canada,25/03/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
Canada,26/03/2020,nowcast,1.2,1.1,1.3,1.2,1.2,0
Canada,27/03/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0
Canada,28/03/2020,nowcast,1.2,1.1,1.2,1.1,1.2,0
Canada,29/03/2020,nowcast,1.1,1.1,1.2,1.1,1.1,0
Canada,30/03/2020,nowcast,1.1,1,1.1,1.1,1.1,0
Canada,31/03/2020,nowcast,1.1,1,1.1,1,1.1,0
Canada,01/04/2020,nowcast,1.1,1,1.1,1,1.1,0.01
Canada,02/04/2020,nowcast,1,1,1.1,1,1.1,0.03
Canada,03/04/2020,nowcast,1,1,1.1,1,1.1,0.02
Canada,04/04/2020,nowcast,1.1,1,1.1,1,1.1,0
Canada,05/04/2020,nowcast,1.1,1,1.1,1,1.1,0
Canada,06/04/2020,nowcast,1.1,1,1.1,1,1.1,0
Canada,07/04/2020,nowcast,1.1,1,1.1,1.1,1.1,0
Canada,08/04/2020,nowcast,1.1,1.1,1.1,1.1,1.1,0
Canada,09/04/2020,nowcast,1.1,1.1,1.1,1.1,1.1,0
Canada,10/04/2020,nowcast,1.1,1.1,1.1,1.1,1.1,0
Canada,11/04/2020,nowcast,1.1,1.1,1.1,1.1,1.1,0
Canada,12/04/2020,nowcast,1.1,1.1,1.1,1.1,1.1,0
Canada,13/04/2020,nowcast,1.1,1,1.1,1.1,1.1,0
Canada,14/04/2020,nowcast,1.1,1,1.1,1,1.1,0
Canada,15/04/2020,nowcast,1,1,1.1,1,1.1,0.01
Canada,16/04/2020,nowcast,1,1,1.1,1,1.1,0.04
Canada,17/04/2020,nowcast,1,1,1.1,1,1,0.12
Canada,18/04/2020,nowcast,1,1,1,1,1,0.29
Canada,19/04/2020,nowcast,1,1,1,1,1,0.4
Canada,20/04/2020,nowcast,1,1,1,1,1,0.48
Canada,21/04/2020,nowcast,1,1,1,1,1,0.37
Canada,22/04/2020,nowcast,1,1,1.1,1,1,0.12
Canada,23/04/2020,nowcast,1.1,1,1.1,1,1.1,0.02
Canada,24/04/2020,nowcast,1.1,1,1.1,1.1,1.1,0
Canada,25/04/2020,forecast,1.1,1,1.2,1.1,1.1,0
Canada,26/04/2020,forecast,1.1,1,1.2,1.1,1.2,0.01
Canada,27/04/2020,forecast,1.1,1,1.3,1.1,1.2,0.02
Canada,28/04/2020,forecast,1.1,1,1.3,1.1,1.2,0.03
Canada,29/04/2020,forecast,1.2,1,1.3,1.1,1.2,0.06
Canada,30/04/2020,forecast,1.2,1,1.4,1.1,1.2,0.07
Canada,01/05/2020,forecast,1.2,0.9,1.4,1.1,1.3,0.08
Canada,02/05/2020,forecast,1.2,0.9,1.5,1.1,1.3,0.1
Canada,03/05/2020,forecast,1.2,0.9,1.5,1.1,1.3,0.12
Canada,04/05/2020,forecast,1.2,0.9,1.6,1,1.3,0.13
Canada,05/05/2020,forecast,1.2,0.9,1.6,1,1.3,0.14
Canada,06/05/2020,forecast,1.2,0.9,1.7,1.1,1.4,0.15
Canada,07/05/2020,forecast,1.2,0.8,1.8,1,1.3,0.17
Canada,08/05/2020,forecast,1.2,0.8,1.8,1,1.4,0.17
Chile,04/03/2020,nowcast,2.2,1.7,2.6,1.9,2.3,0
Chile,05/03/2020,nowcast,2.1,1.7,2.6,1.9,2.3,0
Chile,06/03/2020,nowcast,2.1,1.7,2.5,1.9,2.2,0
Chile,07/03/2020,nowcast,2,1.7,2.4,1.9,2.2,0
Chile,08/03/2020,nowcast,2,1.7,2.4,1.8,2.1,0
Chile,09/03/2020,nowcast,1.9,1.7,2.3,1.8,2,0
Chile,10/03/2020,nowcast,1.9,1.6,2.2,1.7,2,0
Chile,11/03/2020,nowcast,1.8,1.6,2.1,1.7,1.9,0
Chile,12/03/2020,nowcast,1.8,1.5,2.1,1.7,1.9,0
Chile,13/03/2020,nowcast,1.7,1.5,2,1.6,1.8,0
Chile,14/03/2020,nowcast,1.7,1.5,1.9,1.6,1.7,0
Chile,15/03/2020,nowcast,1.6,1.4,1.9,1.5,1.7,0
Chile,16/03/2020,nowcast,1.6,1.4,1.8,1.5,1.6,0
Chile,17/03/2020,nowcast,1.5,1.4,1.7,1.4,1.6,0
Chile,18/03/2020,nowcast,1.5,1.3,1.7,1.4,1.6,0
Chile,19/03/2020,nowcast,1.5,1.3,1.6,1.4,1.5,0
Chile,20/03/2020,nowcast,1.4,1.3,1.6,1.4,1.5,0
Chile,21/03/2020,nowcast,1.4,1.3,1.5,1.3,1.4,0
Chile,22/03/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Chile,23/03/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
Chile,24/03/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
Chile,25/03/2020,nowcast,1.2,1.1,1.3,1.2,1.2,0
Chile,26/03/2020,nowcast,1.2,1.1,1.3,1.2,1.2,0
Chile,27/03/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0
Chile,28/03/2020,nowcast,1.2,1.1,1.2,1.1,1.2,0
Chile,29/03/2020,nowcast,1.1,1.1,1.2,1.1,1.2,0
Chile,30/03/2020,nowcast,1.1,1.1,1.2,1.1,1.2,0
Chile,31/03/2020,nowcast,1.1,1,1.2,1.1,1.1,0
Chile,01/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0
Chile,02/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.01
Chile,03/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0
Chile,04/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.01
Chile,05/04/2020,nowcast,1.1,1,1.1,1.1,1.1,0.01
Chile,06/04/2020,nowcast,1.1,1,1.1,1,1.1,0.02
Chile,07/04/2020,nowcast,1.1,1,1.1,1,1.1,0.03
Chile,08/04/2020,nowcast,1.1,1,1.1,1,1.1,0.02
Chile,09/04/2020,nowcast,1.1,1,1.1,1.1,1.1,0.01
Chile,10/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0
Chile,11/04/2020,nowcast,1.1,1.1,1.2,1.1,1.1,0
Chile,12/04/2020,nowcast,1.1,1.1,1.2,1.1,1.2,0
Chile,13/04/2020,nowcast,1.1,1.1,1.2,1.1,1.2,0
Chile,14/04/2020,nowcast,1.1,1.1,1.2,1.1,1.2,0
Chile,15/04/2020,nowcast,1.2,1.1,1.2,1.1,1.2,0
Chile,16/04/2020,nowcast,1.2,1.1,1.2,1.1,1.2,0
Chile,17/04/2020,nowcast,1.2,1.1,1.3,1.2,1.2,0
Chile,18/04/2020,nowcast,1.2,1.2,1.3,1.2,1.3,0
Chile,19/04/2020,nowcast,1.3,1.2,1.3,1.2,1.3,0
Chile,20/04/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
Chile,21/04/2020,nowcast,1.3,1.2,1.4,1.3,1.4,0
Chile,22/04/2020,nowcast,1.3,1.3,1.4,1.3,1.4,0
Chile,23/04/2020,nowcast,1.4,1.3,1.5,1.3,1.4,0
Chile,24/04/2020,nowcast,1.5,1.3,1.6,1.4,1.5,0
Chile,25/04/2020,forecast,1.5,1.3,1.6,1.4,1.5,0
Chile,26/04/2020,forecast,1.5,1.4,1.7,1.5,1.6,0
Chile,27/04/2020,forecast,1.6,1.4,1.8,1.5,1.6,0
Chile,28/04/2020,forecast,1.6,1.4,1.9,1.5,1.7,0
Chile,29/04/2020,forecast,1.6,1.4,1.9,1.5,1.7,0
Chile,30/04/2020,forecast,1.7,1.4,2,1.5,1.8,0
Chile,01/05/2020,forecast,1.7,1.4,2.1,1.5,1.8,0
Chile,02/05/2020,forecast,1.7,1.4,2.2,1.5,1.8,0
Chile,03/05/2020,forecast,1.8,1.3,2.2,1.6,1.9,0
Chile,04/05/2020,forecast,1.8,1.4,2.4,1.6,1.9,0
Chile,05/05/2020,forecast,1.8,1.3,2.4,1.6,2,0
Chile,06/05/2020,forecast,1.9,1.4,2.5,1.6,2,0
Chile,07/05/2020,forecast,1.9,1.3,2.6,1.6,2.1,0
Chile,08/05/2020,forecast,1.9,1.3,2.6,1.6,2.1,0
China,26/12/2019,nowcast,2.1,1.6,2.7,1.9,2.3,0
China,27/12/2019,nowcast,2.1,1.6,2.6,1.9,2.3,0
China,28/12/2019,nowcast,2.1,1.7,2.7,1.9,2.3,0
China,29/12/2019,nowcast,2.2,1.7,2.7,1.9,2.3,0
China,30/12/2019,nowcast,2.2,1.8,2.7,1.9,2.3,0
China,31/12/2019,nowcast,2.3,1.8,2.7,2.1,2.4,0
China,01/01/2020,nowcast,2.3,1.9,2.8,2.1,2.4,0
China,02/01/2020,nowcast,2.3,1.9,2.8,2.1,2.5,0
China,03/01/2020,nowcast,2.4,2,2.8,2.1,2.5,0
China,04/01/2020,nowcast,2.4,2,2.8,2.1,2.5,0
China,05/01/2020,nowcast,2.4,1.9,2.8,2.2,2.5,0
China,06/01/2020,nowcast,2.4,1.9,2.8,2.1,2.5,0
China,07/01/2020,nowcast,2.4,2,2.8,2.1,2.5,0
China,08/01/2020,nowcast,2.3,1.9,2.8,2.1,2.4,0
China,09/01/2020,nowcast,2.3,1.9,2.7,2.1,2.4,0
China,10/01/2020,nowcast,2.3,1.9,2.6,2.1,2.3,0
China,11/01/2020,nowcast,2.2,1.9,2.6,2,2.3,0
China,12/01/2020,nowcast,2.2,1.9,2.6,2,2.3,0
China,13/01/2020,nowcast,2.1,1.8,2.5,1.9,2.2,0
China,14/01/2020,nowcast,2.1,1.8,2.5,1.9,2.1,0
China,15/01/2020,nowcast,2,1.8,2.4,1.9,2.1,0
China,16/01/2020,nowcast,2,1.7,2.3,1.8,2.1,0
China,17/01/2020,nowcast,1.9,1.7,2.2,1.8,2,0
China,18/01/2020,nowcast,1.9,1.7,2.2,1.7,1.9,0
China,19/01/2020,nowcast,1.8,1.6,2.1,1.7,1.9,0
China,20/01/2020,nowcast,1.8,1.6,2,1.7,1.8,0
China,21/01/2020,nowcast,1.7,1.5,1.9,1.6,1.7,0
China,22/01/2020,nowcast,1.6,1.4,1.8,1.5,1.7,0
China,23/01/2020,nowcast,1.5,1.4,1.7,1.5,1.6,0
China,24/01/2020,nowcast,1.5,1.3,1.6,1.4,1.5,0
China,25/01/2020,nowcast,1.4,1.3,1.6,1.3,1.4,0
China,26/01/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
China,27/01/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
China,28/01/2020,nowcast,1.2,1.2,1.4,1.2,1.3,0
China,29/01/2020,nowcast,1.2,1.1,1.3,1.2,1.2,0
China,30/01/2020,nowcast,1.1,1.1,1.2,1.1,1.2,0
China,31/01/2020,nowcast,1.1,1,1.2,1.1,1.1,0
China,01/02/2020,nowcast,1.1,1,1.1,1,1.1,0.01
China,02/02/2020,nowcast,1,1,1.1,1,1,0.22
China,03/02/2020,nowcast,1,1,1,1,1,0.65
China,04/02/2020,nowcast,1,0.9,1,0.9,1,0.92
China,05/02/2020,nowcast,0.9,0.9,1,0.9,0.9,1
China,06/02/2020,nowcast,0.9,0.8,0.9,0.9,0.9,1
China,07/02/2020,nowcast,0.8,0.8,0.8,0.8,0.8,1
China,08/02/2020,nowcast,0.7,0.6,0.7,0.7,0.7,1
China,09/02/2020,nowcast,0.5,0.5,0.6,0.5,0.5,1
China,10/02/2020,nowcast,0.4,0.4,0.5,0.4,0.4,1
China,11/02/2020,nowcast,0.4,0.3,0.4,0.4,0.4,1
China,12/02/2020,nowcast,0.4,0.3,0.4,0.3,0.4,1
China,13/02/2020,nowcast,0.4,0.3,0.4,0.3,0.4,1
China,14/02/2020,nowcast,0.4,0.3,0.4,0.3,0.4,1
China,15/02/2020,nowcast,0.4,0.3,0.4,0.3,0.4,1
China,16/02/2020,nowcast,0.4,0.3,0.5,0.3,0.4,1
China,17/02/2020,nowcast,0.4,0.3,0.5,0.4,0.4,1
China,18/02/2020,nowcast,0.4,0.3,0.5,0.4,0.5,1
China,19/02/2020,nowcast,0.5,0.3,0.6,0.4,0.5,1
China,20/02/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
China,21/02/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
China,22/02/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
China,23/02/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
China,24/02/2020,nowcast,0.5,0.3,0.6,0.4,0.5,1
China,25/02/2020,nowcast,0.4,0.3,0.5,0.4,0.5,1
China,26/02/2020,nowcast,0.4,0.3,0.5,0.3,0.4,1
China,27/02/2020,nowcast,0.4,0.3,0.5,0.3,0.4,1
China,28/02/2020,nowcast,0.4,0.3,0.5,0.3,0.4,1
China,29/02/2020,nowcast,0.4,0.3,0.5,0.3,0.4,1
China,01/03/2020,nowcast,0.4,0.3,0.5,0.4,0.5,1
China,02/03/2020,nowcast,0.4,0.3,0.6,0.4,0.5,1
China,03/03/2020,nowcast,0.5,0.3,0.6,0.4,0.5,1
China,04/03/2020,nowcast,0.5,0.3,0.7,0.5,0.6,1
China,05/03/2020,nowcast,0.7,0.4,0.9,0.6,0.7,1
China,06/03/2020,nowcast,0.8,0.5,1,0.7,0.9,0.94
China,07/03/2020,nowcast,0.9,0.7,1.2,0.9,1.1,0.64
China,08/03/2020,nowcast,1.1,0.8,1.4,1,1.2,0.29
China,09/03/2020,nowcast,1.2,0.9,1.4,1.1,1.3,0.11
China,10/03/2020,nowcast,1.3,1,1.5,1.2,1.4,0.04
China,11/03/2020,nowcast,1.3,1.1,1.6,1.3,1.4,0.02
China,12/03/2020,nowcast,1.4,1.2,1.6,1.3,1.4,0.01
China,13/03/2020,nowcast,1.4,1.2,1.5,1.3,1.4,0.01
China,14/03/2020,nowcast,1.3,1.1,1.5,1.3,1.4,0
China,15/03/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0
China,16/03/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
China,17/03/2020,nowcast,1.2,1,1.3,1.1,1.2,0.03
China,18/03/2020,nowcast,1.1,1,1.3,1.1,1.2,0.07
China,19/03/2020,nowcast,1.1,0.9,1.2,1,1.1,0.18
China,20/03/2020,nowcast,1,0.9,1.2,1,1.1,0.35
China,21/03/2020,nowcast,1,0.9,1.1,0.9,1,0.49
China,22/03/2020,nowcast,1,0.8,1.1,0.9,1,0.65
China,23/03/2020,nowcast,0.9,0.8,1.1,0.9,1,0.8
China,24/03/2020,nowcast,0.9,0.8,1,0.9,1,0.88
China,25/03/2020,nowcast,0.9,0.8,1,0.9,0.9,0.93
China,26/03/2020,nowcast,0.9,0.8,1,0.9,0.9,0.93
China,27/03/2020,nowcast,0.9,0.8,1,0.9,1,0.89
China,28/03/2020,nowcast,0.9,0.8,1,0.9,1,0.82
China,29/03/2020,nowcast,0.9,0.8,1.1,0.9,1,0.74
China,30/03/2020,nowcast,1,0.8,1.1,0.9,1,0.65
China,31/03/2020,nowcast,1,0.9,1.1,1,1.1,0.47
China,01/04/2020,nowcast,1,0.9,1.2,1,1.1,0.35
China,02/04/2020,nowcast,1,0.9,1.2,1,1.1,0.29
China,03/04/2020,nowcast,1,0.9,1.2,1,1.1,0.32
China,04/04/2020,nowcast,1,0.9,1.2,1,1.1,0.4
China,05/04/2020,nowcast,1,0.9,1.1,0.9,1,0.53
China,06/04/2020,nowcast,1,0.8,1.1,0.9,1,0.68
China,07/04/2020,nowcast,0.9,0.8,1,0.9,1,0.84
China,08/04/2020,nowcast,0.9,0.7,1,0.8,0.9,0.95
China,09/04/2020,nowcast,0.8,0.7,0.9,0.7,0.8,0.99
China,10/04/2020,nowcast,0.7,0.6,0.8,0.7,0.8,1
China,11/04/2020,nowcast,0.6,0.5,0.8,0.6,0.7,1
China,12/04/2020,nowcast,0.5,0.4,0.7,0.5,0.6,1
China,13/04/2020,nowcast,0.4,0.3,0.5,0.3,0.4,1
China,14/04/2020,nowcast,0.3,0.2,0.4,0.2,0.3,1
China,15/04/2020,nowcast,0.3,0.2,0.4,0.2,0.3,1
