country,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Afghanistan,11/03/2020,nowcast,1.9,1.3,2.5,1.7,2.2,0
Afghanistan,12/03/2020,nowcast,1.9,1.3,2.5,1.6,2.1,0
Afghanistan,13/03/2020,nowcast,1.9,1.3,2.4,1.6,2,0
Afghanistan,14/03/2020,nowcast,1.8,1.4,2.4,1.6,2,0
Afghanistan,15/03/2020,nowcast,1.8,1.4,2.3,1.7,2,0
Afghanistan,16/03/2020,nowcast,1.9,1.4,2.3,1.7,2,0
Afghanistan,17/03/2020,nowcast,1.8,1.4,2.2,1.7,2,0
Afghanistan,18/03/2020,nowcast,1.8,1.4,2.2,1.6,2,0
Afghanistan,19/03/2020,nowcast,1.8,1.4,2.1,1.6,1.9,0
Afghanistan,20/03/2020,nowcast,1.7,1.3,2.1,1.6,1.8,0
Afghanistan,21/03/2020,nowcast,1.7,1.3,2,1.5,1.8,0
Afghanistan,22/03/2020,nowcast,1.6,1.3,1.9,1.5,1.7,0
Afghanistan,23/03/2020,nowcast,1.6,1.3,1.9,1.4,1.7,0
Afghanistan,24/03/2020,nowcast,1.5,1.3,1.8,1.4,1.6,0
Afghanistan,25/03/2020,nowcast,1.5,1.2,1.7,1.4,1.6,0
Afghanistan,26/03/2020,nowcast,1.5,1.2,1.7,1.3,1.5,0
Afghanistan,27/03/2020,nowcast,1.4,1.2,1.7,1.3,1.5,0
Afghanistan,28/03/2020,nowcast,1.4,1.2,1.6,1.3,1.5,0
Afghanistan,29/03/2020,nowcast,1.4,1.2,1.6,1.3,1.4,0
Afghanistan,30/03/2020,nowcast,1.4,1.2,1.5,1.3,1.4,0
Afghanistan,31/03/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,01/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,02/04/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0
Afghanistan,03/04/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0
Afghanistan,04/04/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0
Afghanistan,05/04/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0
Afghanistan,06/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0
Afghanistan,07/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0
Afghanistan,08/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0
Afghanistan,09/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0
Afghanistan,10/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0
Afghanistan,11/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0
Afghanistan,12/04/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0
Afghanistan,13/04/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
Afghanistan,14/04/2020,nowcast,1.3,1.2,1.4,1.2,1.3,0
Afghanistan,15/04/2020,nowcast,1.3,1.2,1.4,1.3,1.4,0
Afghanistan,16/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,17/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,18/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,19/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,20/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,21/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,22/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,23/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,24/04/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,25/04/2020,forecast,1.3,1.2,1.5,1.3,1.4,0
Afghanistan,26/04/2020,forecast,1.3,1.1,1.5,1.2,1.4,0
Afghanistan,27/04/2020,forecast,1.3,1.1,1.5,1.2,1.4,0.01
Afghanistan,28/04/2020,forecast,1.3,1.1,1.5,1.2,1.4,0.01
Afghanistan,29/04/2020,forecast,1.3,1.1,1.5,1.2,1.4,0.02
Afghanistan,30/04/2020,forecast,1.3,1.1,1.5,1.2,1.4,0.02
Afghanistan,01/05/2020,forecast,1.3,1.1,1.6,1.2,1.4,0.03
Afghanistan,02/05/2020,forecast,1.3,1,1.6,1.2,1.4,0.04
Afghanistan,03/05/2020,forecast,1.3,1,1.6,1.2,1.4,0.05
Afghanistan,04/05/2020,forecast,1.3,1,1.6,1.2,1.4,0.06
Afghanistan,05/05/2020,forecast,1.3,1,1.6,1.2,1.4,0.07
Afghanistan,06/05/2020,forecast,1.3,0.9,1.6,1.1,1.4,0.08
Afghanistan,07/05/2020,forecast,1.3,0.9,1.6,1.1,1.4,0.09
Afghanistan,08/05/2020,forecast,1.3,0.9,1.7,1.1,1.4,0.1
Algeria,29/02/2020,nowcast,2,1.2,2.7,1.6,2.2,0.01
Algeria,01/03/2020,nowcast,1.9,1.3,2.7,1.6,2.2,0.01
Algeria,02/03/2020,nowcast,1.9,1.3,2.6,1.6,2.1,0
Algeria,03/03/2020,nowcast,1.9,1.3,2.5,1.7,2.1,0
Algeria,04/03/2020,nowcast,2,1.4,2.6,1.7,2.2,0
Algeria,05/03/2020,nowcast,2,1.5,2.6,1.8,2.2,0
Algeria,06/03/2020,nowcast,2,1.5,2.6,1.8,2.2,0
Algeria,07/03/2020,nowcast,2,1.6,2.6,1.8,2.2,0
Algeria,08/03/2020,nowcast,2,1.6,2.5,1.8,2.2,0
Algeria,09/03/2020,nowcast,2,1.5,2.4,1.8,2.1,0
Algeria,10/03/2020,nowcast,1.9,1.5,2.4,1.7,2.1,0
Algeria,11/03/2020,nowcast,1.9,1.5,2.3,1.7,2,0
Algeria,12/03/2020,nowcast,1.8,1.5,2.2,1.7,1.9,0
Algeria,13/03/2020,nowcast,1.8,1.4,2.1,1.6,1.9,0
Algeria,14/03/2020,nowcast,1.7,1.4,2.1,1.6,1.9,0
Algeria,15/03/2020,nowcast,1.7,1.4,2,1.6,1.8,0
Algeria,16/03/2020,nowcast,1.7,1.4,2,1.5,1.8,0
Algeria,17/03/2020,nowcast,1.6,1.4,1.9,1.5,1.7,0
Algeria,18/03/2020,nowcast,1.5,1.3,1.8,1.4,1.6,0
Algeria,19/03/2020,nowcast,1.5,1.3,1.7,1.4,1.6,0
Algeria,20/03/2020,nowcast,1.5,1.2,1.7,1.4,1.5,0
Algeria,21/03/2020,nowcast,1.4,1.2,1.6,1.3,1.5,0
Algeria,22/03/2020,nowcast,1.4,1.2,1.6,1.3,1.5,0
Algeria,23/03/2020,nowcast,1.4,1.2,1.6,1.3,1.4,0
Algeria,24/03/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Algeria,25/03/2020,nowcast,1.3,1.2,1.5,1.2,1.4,0
Algeria,26/03/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0
Algeria,27/03/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Algeria,28/03/2020,nowcast,1.1,1,1.3,1.1,1.2,0.06
Algeria,29/03/2020,nowcast,1.1,0.9,1.2,1,1.1,0.24
Algeria,30/03/2020,nowcast,1,0.9,1.1,1,1.1,0.51
Algeria,31/03/2020,nowcast,1,0.8,1.1,0.9,1,0.74
Algeria,01/04/2020,nowcast,0.9,0.8,1,0.9,1,0.84
Algeria,02/04/2020,nowcast,1,0.9,1,0.9,1,0.81
Algeria,03/04/2020,nowcast,1,0.9,1.1,0.9,1,0.68
Algeria,04/04/2020,nowcast,1,0.9,1.1,1,1,0.5
Algeria,05/04/2020,nowcast,1,0.9,1.1,1,1.1,0.33
Algeria,06/04/2020,nowcast,1,1,1.2,1,1.1,0.2
Algeria,07/04/2020,nowcast,1.1,1,1.2,1,1.1,0.12
Algeria,08/04/2020,nowcast,1.1,1,1.2,1,1.1,0.06
Algeria,09/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.03
Algeria,10/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Algeria,11/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Algeria,12/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Algeria,13/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.04
Algeria,14/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.06
Algeria,15/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.06
Algeria,16/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.04
Algeria,17/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Algeria,18/04/2020,nowcast,1.1,1,1.3,1.1,1.2,0.01
Algeria,19/04/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0
Algeria,20/04/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0
Algeria,21/04/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0
Algeria,22/04/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Algeria,23/04/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Algeria,24/04/2020,nowcast,1.2,1.1,1.3,1.1,1.3,0.01
Algeria,25/04/2020,forecast,1.2,1,1.4,1.1,1.2,0.02
Algeria,26/04/2020,forecast,1.2,1,1.4,1.1,1.3,0.05
Algeria,27/04/2020,forecast,1.2,1,1.4,1.1,1.3,0.07
Algeria,28/04/2020,forecast,1.2,0.9,1.5,1.1,1.3,0.1
Algeria,29/04/2020,forecast,1.2,0.9,1.5,1.1,1.3,0.13
Algeria,30/04/2020,forecast,1.2,0.9,1.5,1,1.3,0.16
Algeria,01/05/2020,forecast,1.2,0.8,1.6,1,1.3,0.18
Algeria,02/05/2020,forecast,1.2,0.8,1.5,1,1.3,0.21
Algeria,03/05/2020,forecast,1.2,0.8,1.6,1,1.3,0.23
Algeria,04/05/2020,forecast,1.2,0.7,1.6,1,1.3,0.24
Algeria,05/05/2020,forecast,1.2,0.7,1.6,0.9,1.3,0.27
Algeria,06/05/2020,forecast,1.2,0.6,1.6,1,1.4,0.28
Algeria,07/05/2020,forecast,1.2,0.6,1.7,1,1.4,0.29
Algeria,08/05/2020,forecast,1.2,0.6,1.7,0.9,1.4,0.32
Argentina,02/03/2020,nowcast,2.2,1.6,2.9,1.8,2.3,0
Argentina,03/03/2020,nowcast,2.1,1.5,2.7,1.8,2.3,0
Argentina,04/03/2020,nowcast,2.1,1.6,2.7,1.8,2.2,0
Argentina,05/03/2020,nowcast,2,1.5,2.5,1.8,2.2,0
Argentina,06/03/2020,nowcast,2,1.5,2.5,1.8,2.2,0
Argentina,07/03/2020,nowcast,2,1.6,2.4,1.7,2.1,0
Argentina,08/03/2020,nowcast,1.9,1.5,2.4,1.7,2.1,0
Argentina,09/03/2020,nowcast,1.9,1.6,2.3,1.7,2,0
Argentina,10/03/2020,nowcast,1.9,1.5,2.2,1.7,2,0
Argentina,11/03/2020,nowcast,1.8,1.5,2.2,1.7,1.9,0
Argentina,12/03/2020,nowcast,1.8,1.5,2.1,1.6,1.9,0
Argentina,13/03/2020,nowcast,1.7,1.5,2.1,1.6,1.8,0
Argentina,14/03/2020,nowcast,1.7,1.4,2,1.5,1.8,0
Argentina,15/03/2020,nowcast,1.6,1.4,1.9,1.5,1.7,0
Argentina,16/03/2020,nowcast,1.6,1.3,1.8,1.5,1.6,0
Argentina,17/03/2020,nowcast,1.5,1.3,1.7,1.4,1.6,0
Argentina,18/03/2020,nowcast,1.4,1.2,1.7,1.3,1.5,0
Argentina,19/03/2020,nowcast,1.4,1.2,1.6,1.3,1.4,0
Argentina,20/03/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Argentina,21/03/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0
Argentina,22/03/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Argentina,23/03/2020,nowcast,1.2,1,1.3,1.1,1.2,0.02
Argentina,24/03/2020,nowcast,1.1,1,1.3,1.1,1.2,0.04
Argentina,25/03/2020,nowcast,1.1,1,1.2,1.1,1.2,0.05
Argentina,26/03/2020,nowcast,1.1,1,1.2,1.1,1.1,0.05
Argentina,27/03/2020,nowcast,1.1,1,1.2,1,1.1,0.06
Argentina,28/03/2020,nowcast,1.1,1,1.2,1.1,1.1,0.06
Argentina,29/03/2020,nowcast,1.1,1,1.2,1,1.1,0.08
Argentina,30/03/2020,nowcast,1.1,1,1.2,1,1.1,0.1
Argentina,31/03/2020,nowcast,1.1,1,1.1,1,1.1,0.17
Argentina,01/04/2020,nowcast,1,0.9,1.1,1,1.1,0.3
Argentina,02/04/2020,nowcast,1,0.9,1.1,1,1.1,0.37
Argentina,03/04/2020,nowcast,1,0.9,1.1,1,1.1,0.38
Argentina,04/04/2020,nowcast,1,0.9,1.1,1,1.1,0.3
Argentina,05/04/2020,nowcast,1,0.9,1.1,1,1.1,0.23
Argentina,06/04/2020,nowcast,1.1,1,1.1,1,1.1,0.15
Argentina,07/04/2020,nowcast,1.1,1,1.2,1,1.1,0.12
Argentina,08/04/2020,nowcast,1.1,1,1.2,1,1.1,0.1
Argentina,09/04/2020,nowcast,1.1,1,1.2,1,1.1,0.07
Argentina,10/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.04
Argentina,11/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.02
Argentina,12/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.01
Argentina,13/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.01
Argentina,14/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.01
Argentina,15/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Argentina,16/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Argentina,17/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Argentina,18/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Argentina,19/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.02
Argentina,20/04/2020,nowcast,1.1,1,1.2,1.1,1.1,0.03
Argentina,21/04/2020,nowcast,1.1,1,1.2,1.1,1.2,0.03
Argentina,22/04/2020,nowcast,1.1,1,1.2,1,1.1,0.08
Argentina,23/04/2020,nowcast,1.1,1,1.2,1,1.1,0.11
Argentina,24/04/2020,nowcast,1.1,1,1.2,1,1.1,0.16
Argentina,25/04/2020,forecast,1.1,0.9,1.2,1,1.1,0.21
Argentina,26/04/2020,forecast,1.1,0.9,1.2,1,1.1,0.27
Argentina,27/04/2020,forecast,1.1,0.9,1.2,1,1.1,0.32
Argentina,28/04/2020,forecast,1,0.8,1.3,1,1.1,0.35
Argentina,29/04/2020,forecast,1,0.8,1.3,0.9,1.1,0.38
Argentina,30/04/2020,forecast,1,0.8,1.3,0.9,1.1,0.42
Argentina,01/05/2020,forecast,1,0.8,1.3,0.9,1.1,0.43
Argentina,02/05/2020,forecast,1,0.8,1.3,0.9,1.1,0.45
Argentina,03/05/2020,forecast,1,0.7,1.3,0.9,1.1,0.48
Argentina,04/05/2020,forecast,1,0.7,1.3,0.9,1.1,0.49
Argentina,05/05/2020,forecast,1,0.6,1.3,0.9,1.1,0.51
Argentina,06/05/2020,forecast,1,0.6,1.4,0.9,1.1,0.52
Argentina,07/05/2020,forecast,1,0.6,1.4,0.8,1.1,0.52
Argentina,08/05/2020,forecast,1,0.6,1.4,0.8,1.1,0.53
Armenia,09/03/2020,nowcast,1.8,1.4,2.3,1.7,2,0
Armenia,10/03/2020,nowcast,1.8,1.4,2.2,1.6,1.9,0
Armenia,11/03/2020,nowcast,1.7,1.3,2.1,1.5,1.8,0
Armenia,12/03/2020,nowcast,1.6,1.3,1.9,1.4,1.7,0
Armenia,13/03/2020,nowcast,1.5,1.2,1.8,1.4,1.6,0
Armenia,14/03/2020,nowcast,1.4,1.2,1.7,1.3,1.5,0
Armenia,15/03/2020,nowcast,1.4,1.1,1.6,1.3,1.5,0
Armenia,16/03/2020,nowcast,1.4,1.1,1.6,1.3,1.4,0
Armenia,17/03/2020,nowcast,1.3,1.1,1.6,1.2,1.4,0
Armenia,18/03/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0
Armenia,19/03/2020,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Armenia,20/03/2020,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Armenia,21/03/2020,nowcast,1.2,1,1.4,1.2,1.3,0.02
Armenia,22/03/2020,nowcast,1.2,1,1.4,1.1,1.2,0.04
Armenia,23/03/2020,nowcast,1.2,1,1.3,1.1,1.2,0.06
Armenia,24/03/2020,nowcast,1.1,1,1.3,1.1,1.2,0.09
Armenia,25/03/2020,nowcast,1.1,0.9,1.2,1,1.2,0.13
Armenia,26/03/2020,nowcast,1.1,0.9,1.2,1,1.1,0.18
Armenia,27/03/2020,nowcast,1.1,0.9,1.2,1,1.1,0.24
Armenia,28/03/2020,nowcast,1,0.9,1.2,1,1.1,0.4
Armenia,29/03/2020,nowcast,1,0.8,1.1,0.9,1,0.6
Armenia,30/03/2020,nowcast,0.9,0.8,1.1,0.9,1,0.78
Armenia,31/03/2020,nowcast,0.9,0.8,1,0.8,1,0.88
Armenia,01/04/2020,nowcast,0.9,0.8,1,0.9,1,0.88
Armenia,02/04/2020,nowcast,0.9,0.8,1.1,0.9,1,0.79
Armenia,03/04/2020,nowcast,1,0.8,1.1,0.9,1,0.59
Armenia,04/04/2020,nowcast,1,0.9,1.2,1,1.1,0.3
Armenia,05/04/2020,nowcast,1.1,0.9,1.3,1,1.2,0.12
Armenia,06/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.04
Armenia,07/04/2020,nowcast,1.2,1,1.4,1.1,1.3,0.01
Armenia,08/04/2020,nowcast,1.2,1.1,1.4,1.1,1.3,0
Armenia,09/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0
Armenia,10/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Armenia,11/04/2020,nowcast,1.2,1.1,1.4,1.2,1.3,0.02
Armenia,12/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.02
Armenia,13/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.02
Armenia,14/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.02
Armenia,15/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.02
Armenia,16/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.02
Armenia,17/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.02
Armenia,18/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.04
Armenia,19/04/2020,nowcast,1.1,1,1.3,1.1,1.2,0.05
Armenia,20/04/2020,nowcast,1.1,1,1.3,1.1,1.2,0.06
Armenia,21/04/2020,nowcast,1.1,1,1.3,1.1,1.2,0.07
Armenia,22/04/2020,nowcast,1.1,1,1.3,1.1,1.2,0.06
Armenia,23/04/2020,nowcast,1.2,1,1.3,1.1,1.2,0.04
Armenia,24/04/2020,nowcast,1.2,1.1,1.5,1.1,1.3,0.01
Armenia,25/04/2020,forecast,1.2,1,1.5,1.1,1.3,0.02
Armenia,26/04/2020,forecast,1.2,1,1.5,1.1,1.3,0.04
Armenia,27/04/2020,forecast,1.3,1,1.6,1.1,1.3,0.05
Armenia,28/04/2020,forecast,1.3,1,1.6,1.1,1.4,0.06
Armenia,29/04/2020,forecast,1.3,0.9,1.7,1.1,1.4,0.08
Armenia,30/04/2020,forecast,1.3,0.8,1.7,1.1,1.4,0.09
Armenia,01/05/2020,forecast,1.3,0.8,1.7,1.1,1.4,0.11
Armenia,02/05/2020,forecast,1.3,0.8,1.8,1.1,1.4,0.13
Armenia,03/05/2020,forecast,1.3,0.8,1.8,1.1,1.4,0.14
Armenia,04/05/2020,forecast,1.3,0.7,1.9,1,1.4,0.15
Armenia,05/05/2020,forecast,1.3,0.7,1.9,1,1.4,0.17
Armenia,06/05/2020,forecast,1.3,0.7,1.9,1,1.4,0.19
Armenia,07/05/2020,forecast,1.3,0.7,2,1,1.5,0.2
Armenia,08/05/2020,forecast,1.3,0.6,2,1,1.5,0.2
Australia,28/02/2020,nowcast,2.1,1.7,2.6,1.8,2.2,0
Australia,29/02/2020,nowcast,2.1,1.7,2.5,1.8,2.2,0
Australia,01/03/2020,nowcast,2,1.7,2.5,1.8,2.2,0
Australia,02/03/2020,nowcast,2,1.7,2.4,1.8,2.2,0
Australia,03/03/2020,nowcast,2,1.7,2.4,1.9,2.1,0
Australia,04/03/2020,nowcast,2,1.6,2.4,1.8,2.1,0
Australia,05/03/2020,nowcast,2,1.6,2.3,1.8,2.1,0
Australia,06/03/2020,nowcast,1.9,1.6,2.3,1.8,2,0
Australia,07/03/2020,nowcast,1.9,1.6,2.2,1.8,2,0
Australia,08/03/2020,nowcast,1.9,1.6,2.2,1.7,1.9,0
Australia,09/03/2020,nowcast,1.8,1.6,2.1,1.7,1.9,0
Australia,10/03/2020,nowcast,1.8,1.5,2,1.6,1.8,0
Australia,11/03/2020,nowcast,1.7,1.5,2,1.6,1.8,0
Australia,12/03/2020,nowcast,1.7,1.4,1.9,1.6,1.7,0
Australia,13/03/2020,nowcast,1.6,1.4,1.8,1.5,1.7,0
Australia,14/03/2020,nowcast,1.5,1.4,1.8,1.4,1.6,0
Australia,15/03/2020,nowcast,1.5,1.3,1.7,1.4,1.5,0
Australia,16/03/2020,nowcast,1.4,1.2,1.5,1.3,1.4,0
Australia,17/03/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0
Australia,18/03/2020,nowcast,1.2,1,1.3,1.1,1.2,0
Australia,19/03/2020,nowcast,1.1,1,1.2,1,1.1,0.13
Australia,20/03/2020,nowcast,1,0.9,1.1,0.9,1,0.53
Australia,21/03/2020,nowcast,0.9,0.8,1,0.9,0.9,0.88
Australia,22/03/2020,nowcast,0.8,0.8,0.9,0.8,0.9,0.98
Australia,23/03/2020,nowcast,0.8,0.7,0.9,0.8,0.8,1
Australia,24/03/2020,nowcast,0.8,0.7,0.8,0.7,0.8,1
Australia,25/03/2020,nowcast,0.7,0.6,0.8,0.7,0.7,1
Australia,26/03/2020,nowcast,0.7,0.6,0.8,0.6,0.7,1
Australia,27/03/2020,nowcast,0.6,0.6,0.7,0.6,0.7,1
Australia,28/03/2020,nowcast,0.6,0.5,0.7,0.6,0.6,1
Australia,29/03/2020,nowcast,0.6,0.5,0.6,0.5,0.6,1
Australia,30/03/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
Australia,31/03/2020,nowcast,0.5,0.4,0.6,0.5,0.5,1
Australia,01/04/2020,nowcast,0.5,0.4,0.6,0.4,0.5,1
Australia,02/04/2020,nowcast,0.5,0.4,0.6,0.5,0.5,1
Australia,03/04/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
Australia,04/04/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
Australia,05/04/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
Australia,06/04/2020,nowcast,0.5,0.4,0.6,0.5,0.6,1
Australia,07/04/2020,nowcast,0.5,0.4,0.7,0.5,0.6,1
Australia,08/04/2020,nowcast,0.5,0.4,0.7,0.5,0.6,1
Australia,09/04/2020,nowcast,0.6,0.4,0.7,0.5,0.6,1
Australia,10/04/2020,nowcast,0.6,0.4,0.7,0.5,0.6,1
Australia,11/04/2020,nowcast,0.6,0.4,0.8,0.5,0.7,1
Australia,12/04/2020,nowcast,0.6,0.4,0.8,0.5,0.7,1
Australia,13/04/2020,nowcast,0.6,0.4,0.8,0.5,0.7,1
Australia,14/04/2020,nowcast,0.6,0.4,0.8,0.5,0.6,1
Australia,15/04/2020,nowcast,0.6,0.4,0.7,0.5,0.6,1
Australia,16/04/2020,nowcast,0.6,0.4,0.8,0.5,0.6,1
Australia,17/04/2020,nowcast,0.6,0.4,0.8,0.5,0.7,0.99
Australia,18/04/2020,nowcast,0.6,0.4,0.9,0.5,0.7,0.98
Australia,19/04/2020,nowcast,0.7,0.4,1,0.6,0.8,0.94
Australia,20/04/2020,nowcast,0.8,0.5,1.1,0.6,0.8,0.88
Australia,21/04/2020,nowcast,0.8,0.5,1.1,0.6,0.9,0.84
Australia,22/04/2020,nowcast,0.8,0.5,1.2,0.7,1,0.78
Australia,23/04/2020,nowcast,0.9,0.5,1.3,0.7,1,0.7
Australia,24/04/2020,nowcast,0.9,0.5,1.4,0.7,1.1,0.6
Austria,28/02/2020,nowcast,2.1,1.8,2.6,1.9,2.3,0
Austria,29/02/2020,nowcast,2.1,1.7,2.5,1.9,2.2,0
Austria,01/03/2020,nowcast,2.1,1.7,2.5,1.9,2.2,0
Austria,02/03/2020,nowcast,2,1.7,2.4,1.9,2.1,0
Austria,03/03/2020,nowcast,2,1.7,2.3,1.8,2.1,0
Austria,04/03/2020,nowcast,2,1.7,2.3,1.8,2.1,0
Austria,05/03/2020,nowcast,1.9,1.6,2.2,1.8,2,0
Austria,06/03/2020,nowcast,1.9,1.6,2.2,1.7,1.9,0
Austria,07/03/2020,nowcast,1.8,1.6,2.1,1.7,1.9,0
Austria,08/03/2020,nowcast,1.7,1.5,2,1.6,1.8,0
Austria,09/03/2020,nowcast,1.7,1.5,1.9,1.6,1.8,0
Austria,10/03/2020,nowcast,1.6,1.4,1.8,1.5,1.7,0
Austria,11/03/2020,nowcast,1.6,1.4,1.8,1.5,1.6,0
Austria,12/03/2020,nowcast,1.5,1.4,1.7,1.4,1.6,0
Austria,13/03/2020,nowcast,1.5,1.3,1.6,1.4,1.5,0
Austria,14/03/2020,nowcast,1.4,1.2,1.5,1.3,1.4,0
Austria,15/03/2020,nowcast,1.3,1.2,1.5,1.3,1.4,0
Austria,16/03/2020,nowcast,1.3,1.1,1.4,1.2,1.3,0
Austria,17/03/2020,nowcast,1.2,1.1,1.3,1.1,1.2,0
Austria,18/03/2020,nowcast,1.1,1,1.2,1.1,1.2,0
Austria,19/03/2020,nowcast,1.1,1,1.1,1,1.1,0.1
Austria,20/03/2020,nowcast,1,0.9,1.1,0.9,1,0.66
Austria,21/03/2020,nowcast,0.9,0.8,1,0.9,0.9,0.98
Austria,22/03/2020,nowcast,0.8,0.8,0.9,0.8,0.9,1
Austria,23/03/2020,nowcast,0.8,0.7,0.8,0.8,0.8,1
Austria,24/03/2020,nowcast,0.7,0.7,0.8,0.7,0.8,1
Austria,25/03/2020,nowcast,0.7,0.7,0.8,0.7,0.7,1
Austria,26/03/2020,nowcast,0.7,0.6,0.7,0.7,0.7,1
Austria,27/03/2020,nowcast,0.7,0.6,0.7,0.6,0.7,1
Austria,28/03/2020,nowcast,0.6,0.6,0.7,0.6,0.7,1
Austria,29/03/2020,nowcast,0.6,0.6,0.7,0.6,0.7,1
Austria,30/03/2020,nowcast,0.6,0.6,0.7,0.6,0.7,1
Austria,31/03/2020,nowcast,0.7,0.6,0.7,0.6,0.7,1
Austria,01/04/2020,nowcast,0.7,0.6,0.8,0.6,0.7,1
Austria,02/04/2020,nowcast,0.7,0.6,0.8,0.7,0.7,1
Austria,03/04/2020,nowcast,0.7,0.6,0.8,0.6,0.7,1
Austria,04/04/2020,nowcast,0.7,0.6,0.8,0.6,0.7,1
Austria,05/04/2020,nowcast,0.6,0.5,0.7,0.6,0.7,1
Austria,06/04/2020,nowcast,0.6,0.5,0.7,0.6,0.6,1
Austria,07/04/2020,nowcast,0.6,0.5,0.7,0.5,0.6,1
Austria,08/04/2020,nowcast,0.6,0.5,0.7,0.5,0.6,1
Austria,09/04/2020,nowcast,0.6,0.5,0.7,0.5,0.6,1
Austria,10/04/2020,nowcast,0.6,0.5,0.7,0.6,0.6,1
Austria,11/04/2020,nowcast,0.6,0.5,0.7,0.6,0.7,1
Austria,12/04/2020,nowcast,0.6,0.5,0.7,0.6,0.7,1
Austria,13/04/2020,nowcast,0.7,0.5,0.8,0.6,0.7,1
