country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
PT,Portugal,Vila Real District,,13/03/2020,-24,18,-3,-11,-5,6
PT,Portugal,Vila Real District,,14/03/2020,-48,-12,-19,-29,-18,10
PT,Portugal,Vila Real District,,15/03/2020,-63,-40,-51,-55,-27,
PT,Portugal,Vila Real District,,16/03/2020,-52,-19,-26,-44,-43,19
PT,Portugal,Vila Real District,,17/03/2020,-56,-21,-29,-49,-49,21
PT,Portugal,Vila Real District,,18/03/2020,-59,-25,-33,-52,-51,22
PT,Portugal,Vila Real District,,19/03/2020,-67,-43,-44,-59,-56,25
PT,Portugal,Vila Real District,,20/03/2020,-76,-45,-65,-66,-58,32
PT,Portugal,Vila Real District,,21/03/2020,-83,-50,-71,-69,-55,
PT,Portugal,Vila Real District,,22/03/2020,-85,-66,-68,-72,-50,
PT,Portugal,Vila Real District,,23/03/2020,-75,-47,-53,-62,-61,28
PT,Portugal,Vila Real District,,24/03/2020,-75,-47,-46,-61,-63,29
PT,Portugal,Vila Real District,,25/03/2020,-77,-50,-56,-66,-63,29
PT,Portugal,Vila Real District,,26/03/2020,-76,-48,-54,-63,-63,29
PT,Portugal,Vila Real District,,27/03/2020,-78,-50,-62,-65,-62,33
PT,Portugal,Vila Real District,,28/03/2020,-82,-53,-63,-65,-54,
PT,Portugal,Vila Real District,,29/03/2020,-86,-64,-71,-72,-52,
PT,Portugal,Vila Real District,,30/03/2020,-76,-47,-59,-65,-62,29
PT,Portugal,Vila Real District,,31/03/2020,-75,-43,-62,-68,-64,31
PT,Portugal,Vila Real District,,01/04/2020,-74,-47,-54,-61,-63,29
PT,Portugal,Vila Real District,,02/04/2020,-73,-45,-51,-57,-62,28
PT,Portugal,Vila Real District,,03/04/2020,-74,-42,-57,-63,-61,32
PT,Portugal,Vila Real District,,04/04/2020,-79,-48,-63,-63,-52,
PT,Portugal,Vila Real District,,05/04/2020,-87,-63,-82,-79,-53,
PT,Portugal,Vila Real District,,06/04/2020,-71,-41,-55,-62,-61,28
PT,Portugal,Vila Real District,,07/04/2020,-69,-37,-45,-58,-61,28
PT,Portugal,Vila Real District,,08/04/2020,-69,-34,-41,-57,-61,26
PT,Portugal,Vila Real District,,09/04/2020,-73,-36,-57,-63,-67,31
PT,Portugal,Vila Real District,,10/04/2020,-85,-56,-71,-82,-81,
PT,Portugal,Vila Real District,,11/04/2020,-80,-48,-65,-63,-51,
PT,Portugal,Vila Real District,,12/04/2020,-87,-89,-70,-77,-52,
PT,Portugal,Vila Real District,,13/04/2020,-75,-52,-58,-62,-67,32
PT,Portugal,Vila Real District,,14/04/2020,-68,-37,-43,-53,-59,27
PT,Portugal,Vila Real District,,15/04/2020,-73,-44,-54,-59,-60,29
PT,Portugal,Vila Real District,,16/04/2020,-70,-41,-57,-65,-61,29
PT,Portugal,Vila Real District,,17/04/2020,-71,-36,-58,-63,-58,32
PT,Portugal,Vila Real District,,18/04/2020,-76,-47,-57,-69,-46,
PT,Portugal,Vila Real District,,19/04/2020,-80,-59,-58,-74,-44,
PT,Portugal,Vila Real District,,20/04/2020,-68,-46,-51,-66,-57,27
PT,Portugal,Vila Real District,,21/04/2020,-67,-39,-42,-65,-58,27
PT,Portugal,Vila Real District,,22/04/2020,-68,-43,-43,-58,-57,26
PT,Portugal,Vila Real District,,23/04/2020,-67,-42,-41,-59,-57,25
PT,Portugal,Vila Real District,,24/04/2020,-69,-41,-55,-60,-56,29
PT,Portugal,Vila Real District,,25/04/2020,-76,-47,-58,-68,-47,
PT,Portugal,Vila Real District,,26/04/2020,-80,-53,-61,-72,-44,
PT,Portugal,Vila Real District,,27/04/2020,-65,-40,-40,-64,-54,26
PT,Portugal,Vila Real District,,28/04/2020,-65,-35,-37,-66,-55,24
PT,Portugal,Vila Real District,,29/04/2020,-66,-39,-45,-62,-55,27
PT,Portugal,Vila Real District,,30/04/2020,-64,-27,-41,-55,-55,24
PT,Portugal,Vila Real District,,01/05/2020,-81,-56,-65,-78,-75,
PT,Portugal,Vila Real District,,02/05/2020,-74,-40,-44,-59,-40,
PT,Portugal,Vila Real District,,03/05/2020,-75,-54,-34,-61,-30,
PT,Portugal,Vila Real District,,04/05/2020,-61,-32,-25,-50,-47,21
PT,Portugal,Vila Real District,,05/05/2020,-60,-31,-10,-49,-47,21
PT,Portugal,Vila Real District,,06/05/2020,-59,-31,-8,-45,-47,21
PT,Portugal,Vila Real District,,07/05/2020,-58,-30,-2,-44,-46,20
PT,Portugal,Vila Real District,,08/05/2020,-61,-26,-23,-45,-44,23
PT,Portugal,Vila Real District,,09/05/2020,-66,-30,-37,-49,-30,
PT,Portugal,Viseu District,,15/02/2020,4,-2,23,10,1,-1
PT,Portugal,Viseu District,,16/02/2020,2,5,-14,2,3,1
PT,Portugal,Viseu District,,17/02/2020,1,-2,2,17,4,0
PT,Portugal,Viseu District,,18/02/2020,3,1,9,15,4,-1
PT,Portugal,Viseu District,,19/02/2020,1,-4,15,12,2,-1
PT,Portugal,Viseu District,,20/02/2020,3,-1,7,0,2,-1
PT,Portugal,Viseu District,,21/02/2020,4,5,24,18,1,-2
PT,Portugal,Viseu District,,22/02/2020,10,7,52,24,-1,-2
PT,Portugal,Viseu District,,23/02/2020,19,7,75,,2,-4
PT,Portugal,Viseu District,,24/02/2020,25,15,67,24,-33,5
PT,Portugal,Viseu District,,25/02/2020,-2,4,9,-11,-67,15
PT,Portugal,Viseu District,,26/02/2020,-1,2,13,11,-18,3
PT,Portugal,Viseu District,,27/02/2020,0,0,5,10,1,0
PT,Portugal,Viseu District,,28/02/2020,0,4,12,11,2,-1
PT,Portugal,Viseu District,,29/02/2020,-3,4,-9,-2,2,2
PT,Portugal,Viseu District,,01/03/2020,-10,0,-30,-2,0,3
PT,Portugal,Viseu District,,02/03/2020,1,2,-9,20,4,1
PT,Portugal,Viseu District,,03/03/2020,-3,3,-9,8,3,0
PT,Portugal,Viseu District,,04/03/2020,-2,1,-9,7,3,0
PT,Portugal,Viseu District,,05/03/2020,0,6,-7,3,4,0
PT,Portugal,Viseu District,,06/03/2020,-2,3,6,9,3,-1
PT,Portugal,Viseu District,,07/03/2020,6,3,30,8,2,-1
PT,Portugal,Viseu District,,08/03/2020,3,5,-2,7,4,1
PT,Portugal,Viseu District,,09/03/2020,2,6,13,13,4,1
PT,Portugal,Viseu District,,10/03/2020,1,14,14,6,3,-1
PT,Portugal,Viseu District,,11/03/2020,0,20,20,5,2,0
PT,Portugal,Viseu District,,12/03/2020,-7,26,0,-2,-1,2
PT,Portugal,Viseu District,,13/03/2020,-21,24,-5,-5,-3,5
PT,Portugal,Viseu District,,14/03/2020,-43,-9,-23,-16,-14,10
PT,Portugal,Viseu District,,15/03/2020,-59,-27,-55,-48,-22,14
PT,Portugal,Viseu District,,16/03/2020,-46,-10,-36,-28,-37,20
PT,Portugal,Viseu District,,17/03/2020,-52,-17,-37,-28,-45,21
PT,Portugal,Viseu District,,18/03/2020,-54,-17,-34,-34,-48,21
PT,Portugal,Viseu District,,19/03/2020,-64,-36,-47,-48,-53,26
PT,Portugal,Viseu District,,20/03/2020,-75,-40,-61,-61,-57,34
PT,Portugal,Viseu District,,21/03/2020,-79,-47,-62,-58,-52,24
PT,Portugal,Viseu District,,22/03/2020,-82,-58,-60,-65,-49,
PT,Portugal,Viseu District,,23/03/2020,-71,-41,-48,-50,-58,30
PT,Portugal,Viseu District,,24/03/2020,-72,-39,-50,-49,-60,29
PT,Portugal,Viseu District,,25/03/2020,-73,-42,-49,-57,-60,28
PT,Portugal,Viseu District,,26/03/2020,-73,-43,-52,-60,-61,31
PT,Portugal,Viseu District,,27/03/2020,-74,-40,-54,-58,-60,34
PT,Portugal,Viseu District,,28/03/2020,-78,-48,-58,-42,-52,22
PT,Portugal,Viseu District,,29/03/2020,-82,-60,-65,-61,-48,
PT,Portugal,Viseu District,,30/03/2020,-73,-42,-58,-54,-60,31
PT,Portugal,Viseu District,,31/03/2020,-72,-35,-61,-57,-61,31
PT,Portugal,Viseu District,,01/04/2020,-70,-36,-49,-54,-61,28
PT,Portugal,Viseu District,,02/04/2020,-70,-38,-48,-52,-61,30
PT,Portugal,Viseu District,,03/04/2020,-71,-32,-47,-50,-61,33
PT,Portugal,Viseu District,,04/04/2020,-77,-44,-60,-50,-50,22
PT,Portugal,Viseu District,,05/04/2020,-84,-60,-76,-67,-52,
PT,Portugal,Viseu District,,06/04/2020,-69,-33,-54,-54,-61,32
PT,Portugal,Viseu District,,07/04/2020,-65,-25,-43,-42,-61,29
PT,Portugal,Viseu District,,08/04/2020,-65,-23,-38,-43,-61,27
PT,Portugal,Viseu District,,09/04/2020,-69,-25,-59,-55,-66,32
PT,Portugal,Viseu District,,10/04/2020,-81,-47,-64,-70,-82,45
PT,Portugal,Viseu District,,11/04/2020,-76,-42,-56,-52,-52,24
PT,Portugal,Viseu District,,12/04/2020,-86,-89,-70,-65,-52,
PT,Portugal,Viseu District,,13/04/2020,-76,-49,-59,-61,-74,37
PT,Portugal,Viseu District,,14/04/2020,-64,-30,-40,-45,-59,28
PT,Portugal,Viseu District,,15/04/2020,-68,-35,-52,-52,-60,29
PT,Portugal,Viseu District,,16/04/2020,-67,-34,-54,-53,-60,31
PT,Portugal,Viseu District,,17/04/2020,-68,-31,-51,-53,-59,34
PT,Portugal,Viseu District,,18/04/2020,-71,-45,-46,-43,-44,20
PT,Portugal,Viseu District,,19/04/2020,-75,-55,-52,-47,-40,19
PT,Portugal,Viseu District,,20/04/2020,-65,-43,-51,-48,-57,30
PT,Portugal,Viseu District,,21/04/2020,-64,-37,-41,-43,-58,28
PT,Portugal,Viseu District,,22/04/2020,-64,-42,-35,-46,-57,26
PT,Portugal,Viseu District,,23/04/2020,-62,-38,-32,-45,-57,27
PT,Portugal,Viseu District,,24/04/2020,-67,-37,-42,-53,-56,31
PT,Portugal,Viseu District,,25/04/2020,-73,-44,-53,-50,-48,21
PT,Portugal,Viseu District,,26/04/2020,-75,-53,-56,-56,-39,19
PT,Portugal,Viseu District,,27/04/2020,-61,-37,-45,-48,-55,28
PT,Portugal,Viseu District,,28/04/2020,-61,-32,-40,-41,-55,25
PT,Portugal,Viseu District,,29/04/2020,-62,-34,-40,-43,-55,26
PT,Portugal,Viseu District,,30/04/2020,-61,-22,-38,-40,-55,25
PT,Portugal,Viseu District,,01/05/2020,-79,-50,-55,-70,-78,41
PT,Portugal,Viseu District,,02/05/2020,-70,-39,-35,-36,-39,19
PT,Portugal,Viseu District,,03/05/2020,-70,-48,-24,-29,-26,15
PT,Portugal,Viseu District,,04/05/2020,-56,-29,-29,-28,-49,24
PT,Portugal,Viseu District,,05/05/2020,-56,-27,-18,-30,-48,22
PT,Portugal,Viseu District,,06/05/2020,-53,-25,-8,-24,-48,21
PT,Portugal,Viseu District,,07/05/2020,-54,-23,-9,-30,-47,22
PT,Portugal,Viseu District,,08/05/2020,-56,-21,-17,-36,-45,25
PT,Portugal,Viseu District,,09/05/2020,-60,-26,-35,-25,-26,15
