"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
2020-04-25;0,586284478757644;0,552206444536475;0,621368427637408
2020-04-26;0,626727790130845;0,589423093415065;0,665160940240363
2020-04-27;0,646469191955529;0,606482142484091;0,687714740776144
2020-04-28;0,657077679208822;0,614705893743502;0,700841641371099
2020-04-29;0,680802813353048;0,635615025721644;0,727520302920736
2020-04-30;0,701153372221919;0,653254914015849;0,750722369774724
2020-05-01;0,73904872036159;0,687828309663866;0,79208241330118
2020-05-02;0,77555793023833;0,7211100373953;0,831959285069618
2020-05-03;0,766350065205241;0,710466156002567;0,8243195367528
2020-05-04;0,764510956305775;0,707033270912998;0,824202798119633
2020-05-05;0,785331267842475;0,725382547999203;0,847626184585763
2020-05-06;0,811982247948127;0,749317173936742;0,877127909493501
2020-05-07;0,794119689053257;0,73058330544667;0,86026738811992
2020-05-08;0,816936208395956;0,750897207004692;0,885718702088854
2020-05-09;0,852012055596785;0,782957591072233;0,92394310561919
2020-05-10;0,798614995615234;0,730405656687641;0,869825535166328
2020-05-11;0,861675031494447;0,789263803442371;0,937218794414892
2020-05-12;0,857498896264064;0,783830325534512;0,934428773246106
2020-05-13;0,882335110201813;0,806233478593212;0,961819675303711
2020-05-14;0,939285661055624;0,859447920954566;1,02261857372759
2020-05-15;1,05178518824192;0,966165052713325;1,14098831847057
2020-05-16;1,06879588788485;0,982095703964438;1,15911101149175
2020-05-17;1,05765832721736;0,971635772572159;1,14727741615528
2020-05-18;1,05356061068961;0,968170898962616;1,14250738144401
2020-05-19;1,06312825122214;0,977851148414818;1,15191955514634
2020-05-20;1,03871529271556;0,954965998626339;1,12593441893815
2020-05-21;0,992709776708274;0,911323500401141;1,07752716447475
2020-05-22;0,981708461196664;0,901007650877165;1,06582103411112
2020-05-23;0,999649610916184;0,918201829471302;1,08450891787497
2020-05-24;0,936184307828741;0,857363554999641;1,01842158010065
2020-05-25;0,918609396191041;0,840303137760959;1,00035415214201
2020-05-26;0,879050649914113;0,802002717540652;0,959581720687191
2020-05-27;0,889519927775815;0,81123366914096;0,971360547259287
2020-05-28;0,803892686673903;0,728664944561849;0,88276290840941
2020-05-29;0,884721726860858;0,804420132961589;0,968788854623166
2020-05-30;0,925945386599613;0,842359246128458;1,01342873444132
2020-05-31;0,837499511126923;0,757033630379088;0,921970927079359
2020-06-01;0,777239594680028;0,698696222313962;0,859906307977112
2020-06-02;0,776727212995108;0,696693043635656;0,861050158391168
2020-06-03;0,862533824599375;0,776075279319889;0,953492587372904
2020-06-04;0,874890652954356;0,785870369467619;0,968618242245825
2020-06-05;1,01926222079053;0,921212071196285;1,12219956696749
2020-06-06;1,04277254078314;0,942584290164497;1,14794809236972
2020-06-07;1,04640867036076;0,945871065067769;1,15195096725278
2020-06-08;1,04591997710693;0,945675743445879;1,15114143216974
2020-06-09;0,95075293351165;0,855706039763805;1,05073314713015
2020-06-10;0,988028335625322;0,891173110286583;1,08980796471279
2020-06-11;0,938755658059754;0,844275950275713;1,03817407375956
2020-06-12;0,959196178756361;0,863305212689226;1,06006427547618
2020-06-13;1,01407118914335;0,914916859568216;1,11825326510213
2020-06-14;1,02245083718496;0,922604390815509;1,1273533428187
2020-06-15;1,12124462152086;1,01656327116539;1,23098220132539
2020-06-16;1,02424591500442;0,924854172763453;1,12863733556549
2020-06-17;1,04804341362539;0,948084057273535;1,15294047993724
2020-06-18;0,946724352217387;0,852331626914983;1,04600272825882
2020-06-19;0,996573810496625;0,899745678231155;1,09827911220644
2020-06-20;1,01723605792456;0,919259868647903;1,1201021057935
2020-06-21;1,03085212449761;0,932172801718001;1,13442467294842
2020-06-22;1,06918060092352;0,96877532942691;1,17446539989396
2020-06-23;1,08333975054512;0,982663788956186;1,18885493046163
2020-06-24;1,1015165240981;1,00064852358183;1,20715858786299
