-0.176470588,0.573462869,,07/06/2020,0.26463934,0.418485494,0.573462869
-0.176470588,0.26463934,,08/06/2020,0.264417532,0.444303966,0.612856002
-0.176470588,0.418485494,,09/06/2020,0.324394464,0.52575193,0.72369355
1,0.612856002,,10/06/2020,0.370907639,0.558712625,0.747626652
1,0.444303966,,11/06/2020,0.417465176,0.612013131,0.817917665
1.019607843,0.264417532,,12/06/2020,0.428733032,0.641402715,0.849547511
2,0.52575193,,13/06/2020,0.439889983,0.633328897,0.821133883
2,0.324394464,,14/06/2020,0.472739775,0.691065566,0.919572354
2.019607843,0.72369355,,15/06/2020,0.532650164,0.767966463,1.004391802
2.862745098,0.747626652,,16/06/2020,0.58595067,0.842738,1.101787774
2.862745098,0.558712625,,17/06/2020,0.591540236,0.833621684,1.075703132
2.882352941,0.370907639,,18/06/2020,0.555385503,0.806516724,1.054254281
3.725490196,0.417465176,,19/06/2020,0.454662408,0.696743856,0.945612634
3.725490196,0.817917665,,20/06/2020,0.323440688,0.599458788,0.886789105
3.745098039,0.612013131,,21/06/2020,0.260092272,0.632264218,1.010092272
4.764705882,0.428733032,,22/06/2020,0.20255523,0.736491882,1.317962026
4.764705882,0.849547511,,,,,
4.764705882,0.641402715,,,,,
5.882352941,0.821133883,,,,,
5.901960784,0.439889983,,,,,
5.901960784,0.633328897,,,,,
6.862745098,0.691065566,,,,,
6.862745098,0.472739775,,,,,
6.862745098,0.919572354,,,,,
7.882352941,0.767966463,,,,,
7.882352941,1.004391802,,,,,
7.901960784,0.532650164,,,,,
8.784313725,0.58595067,,,,,
8.784313725,0.842738,,,,,
8.784313725,1.101787774,,,,,
9.843137255,0.591540236,,,,,
9.843137255,0.833621684,,,,,
9.843137255,1.075703132,,,,,
10.80392157,0.806516724,,,,,
10.80392157,1.054254281,,,,,
10.80392157,0.555385503,,,,,
11.84313725,0.454662408,,,,,
11.84313725,0.696743856,,,,,
11.84313725,0.945612634,,,,,
12.84313725,0.886789105,,,,,
12.84313725,0.599458788,,,,,
12.84313725,0.323440688,,,,,
13.84313725,0.632264218,,,,,
13.84313725,1.010092272,,,,,
13.84313725,0.260092272,,,,,
14.68627451,1.317962026,,,,,
14.70588235,0.736491882,,,,,
14.70588235,0.20255523,,,,,
